order_id,order_date,customer_id,store_id,channel,delivery_partner_id,promised_days,actual_days,delivery_status,delivery_rating
O026126,2026-04-21,CU03671,S005,Physical Store,DP04,1,1,On Time,5.0
O026127,2026-03-16,CU04634,S005,Website,DP02,3,3,On Time,5.0
O026128,2026-05-10,CU04554,S007,Physical Store,DP01,1,1,On Time,5.0
O026129,2026-01-29,CU01175,S008,Website,DP02,3,3,On Time,5.0
O026130,2026-02-10,CU01160,S003,Physical Store,DP01,1,1,On Time,5.0
O026131,2026-01-29,CU01806,S001,Mobile App,DP03,3,3,On Time,5.0
O026132,2026-04-10,CU03538,S008,Mobile App,DP03,3,3,On Time,5.0
O026133,2026-03-05,CU03566,S002,Website,DP02,3,3,On Time,5.0
O026134,2026-02-27,CU01689,S007,Website,DP04,3,3,On Time,5.0
O026135,2026-05-18,CU03028,S007,Corporate,DP02,1,1,On Time,5.0
O026136,2026-01-11,CU00644,S003,Corporate,DP01,1,3,Delayed,3.2
O026137,2026-05-15,CU04347,S007,Mobile App,DP01,3,3,On Time,4.4
O026138,2026-03-18,CU04975,S006,Website,DP02,3,6,Delayed,2.3
O026139,2026-04-18,CU04201,S004,Website,DP01,3,3,On Time,4.5
O026140,2026-04-04,CU02620,S004,Website,DP04,3,3,On Time,5.0
O026141,2026-03-27,CU01623,S005,Physical Store,DP03,1,1,On Time,5.0
O026142,2026-06-30,CU02517,S007,Website,DP01,3,3,On Time,5.0
O026143,2026-03-06,CU00555,S005,Mobile App,DP03,3,4,Delayed,4.7
O026144,2026-01-27,CU01844,S001,Physical Store,DP04,1,1,On Time,4.9
O026145,2026-05-15,CU00533,S007,Website,DP02,3,3,On Time,4.8
O026146,2026-03-06,CU03493,S003,Physical Store,DP04,1,1,On Time,4.3
O026147,2026-02-27,CU00634,S004,Website,DP01,3,5,Delayed,3.2
O026148,2026-01-25,CU00978,S002,Physical Store,DP03,1,1,On Time,5.0
O026149,2026-02-17,CU04600,S007,Mobile App,DP03,3,3,On Time,4.6
O026150,2026-01-04,CU03283,S004,Corporate,DP02,1,1,On Time,5.0
O026151,2026-05-16,CU02181,S002,Website,DP03,3,3,On Time,5.0
O026152,2026-04-25,CU00957,S008,Website,DP02,3,3,On Time,5.0
O026153,2026-01-04,CU01324,S007,Mobile App,DP05,3,3,On Time,5.0
O026154,2026-05-16,CU00219,S002,Mobile App,DP04,3,3,On Time,5.0
O026155,2026-03-31,CU03462,S001,Physical Store,DP04,1,1,On Time,4.8
O026156,2026-01-16,CU03057,S002,Mobile App,DP03,3,5,Delayed,3.0
O026157,2026-05-27,CU01358,S009,Mobile App,DP02,3,3,On Time,4.7
O026158,2026-05-09,CU04483,S007,Physical Store,DP01,1,1,On Time,5.0
O026159,2026-04-11,CU03649,S002,Corporate,DP02,1,5,Delayed,1.7
O026160,2026-06-11,CU02719,S009,Physical Store,DP03,1,1,On Time,4.5
O026161,2026-04-22,CU03373,S005,Website,DP02,3,3,On Time,4.3
O026162,2026-02-14,CU04210,S005,Corporate,DP04,1,1,On Time,4.3
O026163,2026-03-04,CU03658,S005,Corporate,DP03,1,1,On Time,5.0
O026164,2026-04-04,CU02871,S008,Physical Store,DP05,1,1,On Time,5.0
O026165,2026-05-14,CU00060,S008,Mobile App,DP04,3,3,On Time,5.0
O026166,2026-02-05,CU00927,S001,Website,DP03,3,3,On Time,4.7
O026167,2026-05-01,CU03838,S006,Website,DP01,3,3,On Time,4.6
O026168,2026-04-13,CU04851,S008,Mobile App,DP04,3,3,On Time,4.8
O026169,2026-03-07,CU04049,S007,Mobile App,DP03,3,3,On Time,5.0
O026170,2026-04-29,CU00295,S009,Website,DP04,3,3,On Time,4.7
O026171,2026-01-08,CU01404,S004,Mobile App,DP02,3,3,On Time,5.0
O026172,2026-01-27,CU00616,S006,Physical Store,DP03,1,1,On Time,5.0
O026173,2026-02-03,CU01584,S007,Website,DP01,3,4,Delayed,4.2
O026174,2026-01-28,CU02128,S005,Mobile App,DP04,3,3,On Time,4.4
O026175,2026-06-08,CU01051,S007,Mobile App,DP01,3,3,On Time,5.0
O026176,2026-05-25,CU03856,S003,Mobile App,DP05,3,3,On Time,3.9
O026177,2026-04-18,CU03508,S004,Physical Store,DP05,1,1,On Time,5.0
O026178,2026-05-03,CU04350,S008,Website,DP01,3,3,On Time,4.7
O026179,2026-01-09,CU00347,S002,Physical Store,DP04,1,1,On Time,5.0
O026180,2026-02-26,CU03510,S006,Corporate,DP01,1,1,On Time,4.5
O026181,2026-02-14,CU03225,S009,Physical Store,DP01,1,1,On Time,4.8
O026182,2026-05-14,CU04440,S008,Physical Store,DP05,1,1,On Time,5.0
O026183,2026-05-22,CU02106,S007,Mobile App,DP02,3,3,On Time,5.0
O026184,2026-06-08,CU00220,S007,Mobile App,DP03,3,3,On Time,5.0
O026185,2026-01-11,CU04938,S008,Website,DP05,3,3,On Time,5.0
O026186,2026-03-10,CU01201,S002,Website,DP01,3,3,On Time,4.9
O026187,2026-04-05,CU04582,S008,Website,DP04,3,3,On Time,4.8
O026188,2026-05-10,CU00974,S005,Website,DP03,3,3,On Time,5.0
O026189,2026-04-13,CU00705,S008,Corporate,DP04,1,1,On Time,5.0
O026190,2026-01-17,CU04945,S008,Mobile App,DP03,3,3,On Time,5.0
O026191,2026-04-20,CU04049,S008,Physical Store,DP05,1,1,On Time,4.8
O026192,2026-02-05,CU04736,S002,Physical Store,DP01,1,1,On Time,5.0
O026193,2026-05-11,CU02654,S009,Corporate,DP01,1,1,On Time,5.0
O026194,2026-02-12,CU03562,S005,Website,DP04,3,3,On Time,4.3
O026195,2026-04-03,CU04910,S001,Mobile App,DP05,3,3,On Time,5.0
O026196,2026-02-02,CU01761,S007,Physical Store,DP02,1,1,On Time,4.9
O026197,2026-04-12,CU02930,S003,Mobile App,DP04,3,3,On Time,5.0
O026198,2026-01-29,CU02452,S007,Physical Store,DP02,1,1,On Time,4.6
O026199,2026-05-31,CU01248,S001,Mobile App,DP01,3,3,On Time,4.7
O026200,2026-03-22,CU00771,S005,Website,DP03,3,3,On Time,4.2
O026201,2026-06-26,CU02596,S007,Mobile App,DP03,3,3,On Time,5.0
O026202,2026-03-16,CU04357,S006,Website,DP01,3,3,On Time,4.6
O026203,2026-06-05,CU04867,S009,Physical Store,DP04,1,2,Delayed,4.1
O026204,2026-04-19,CU03428,S004,Physical Store,DP02,1,1,On Time,4.7
O026205,2026-04-14,CU02374,S006,Website,DP01,3,3,On Time,4.9
O026206,2026-03-13,CU03047,S008,Physical Store,DP03,1,1,On Time,5.0
O026207,2026-01-25,CU04324,S006,Mobile App,DP02,3,3,On Time,4.9
O026208,2026-05-15,CU02648,S001,Corporate,DP02,1,1,On Time,4.9
O026209,2026-05-01,CU03375,S003,Corporate,DP04,1,1,On Time,5.0
O026210,2026-03-16,CU03365,S003,Website,DP02,3,3,On Time,5.0
O026211,2026-06-11,CU00008,S002,Website,DP01,3,3,On Time,4.4
O026212,2026-05-30,CU04710,S007,Website,DP04,3,4,Delayed,4.1
O026213,2026-03-08,CU03435,S005,Corporate,DP04,1,1,On Time,5.0
O026214,2026-06-27,CU01069,S001,Physical Store,DP04,1,4,Delayed,3.6
O026215,2026-06-25,CU00522,S003,Website,DP01,3,3,On Time,4.5
O026216,2026-04-14,CU02280,S003,Website,DP02,3,3,On Time,5.0
O026217,2026-04-29,CU01963,S005,Corporate,DP01,1,1,On Time,5.0
O026218,2026-03-11,CU02316,S007,Physical Store,DP03,1,1,On Time,5.0
O026219,2026-02-26,CU00749,S009,Physical Store,DP03,1,1,On Time,5.0
O026220,2026-06-02,CU00892,S004,Mobile App,DP03,3,3,On Time,5.0
O026221,2026-03-07,CU03373,S006,Website,DP05,3,3,On Time,5.0
O026222,2026-05-24,CU00600,S005,Website,DP01,3,4,Delayed,4.8
O026223,2026-02-27,CU02714,S002,Physical Store,DP04,1,1,On Time,4.7
O026224,2026-04-27,CU02390,S006,Physical Store,DP03,1,1,On Time,5.0
O026225,2026-06-18,CU04203,S008,Physical Store,DP03,1,1,On Time,4.5
O026226,2026-02-20,CU03801,S005,Physical Store,DP03,1,1,On Time,5.0
O026227,2026-01-21,CU04255,S007,Mobile App,DP04,3,3,On Time,5.0
O026228,2026-03-20,CU03896,S003,Website,DP03,3,3,On Time,5.0
O026229,2026-02-25,CU03426,S003,Corporate,DP01,1,1,On Time,4.6
O026230,2026-04-08,CU03621,S008,Website,DP01,3,3,On Time,4.9
O026231,2026-02-16,CU02507,S003,Mobile App,DP03,3,3,On Time,5.0
O026232,2026-04-28,CU02681,S005,Physical Store,DP01,1,1,On Time,4.9
O026233,2026-06-20,CU04323,S008,Mobile App,DP03,3,3,On Time,5.0
O026234,2026-03-25,CU02777,S004,Mobile App,DP04,3,3,On Time,4.3
O026235,2026-04-18,CU04703,S006,Physical Store,DP02,1,1,On Time,4.4
O026236,2026-01-31,CU03249,S005,Physical Store,DP02,1,1,On Time,5.0
O026237,2026-01-15,CU02647,S006,Corporate,DP03,1,1,On Time,4.4
O026238,2026-06-25,CU00102,S009,Physical Store,DP02,1,1,On Time,4.5
O026239,2026-03-03,CU03396,S009,Website,DP02,3,3,On Time,4.7
O026240,2026-03-11,CU01380,S002,Corporate,DP01,1,1,On Time,4.9
O026241,2026-05-11,CU04039,S003,Mobile App,DP01,3,3,On Time,5.0
O026242,2026-06-15,CU01151,S003,Corporate,DP04,1,2,Delayed,4.1
O026243,2026-03-28,CU01418,S005,Physical Store,DP05,1,1,On Time,4.6
O026244,2026-02-27,CU02630,S001,Mobile App,DP04,3,3,On Time,4.8
O026245,2026-02-14,CU00260,S006,Website,DP02,3,3,On Time,5.0
O026246,2026-06-21,CU00277,S006,Physical Store,DP04,1,3,Delayed,4.1
O026247,2026-01-08,CU00810,S002,Website,DP03,3,3,On Time,4.9
O026248,2026-05-07,CU04692,S005,Corporate,DP03,1,1,On Time,5.0
O026249,2026-03-07,CU04561,S008,Mobile App,DP03,3,3,On Time,4.8
O026250,2026-03-12,CU02182,S009,Corporate,DP02,1,5,Delayed,1.7
O026251,2026-01-17,CU03327,S003,Physical Store,DP04,1,1,On Time,4.7
O026252,2026-03-12,CU02935,S002,Website,DP01,3,3,On Time,5.0
O026253,2026-04-07,CU02121,S002,Website,DP03,3,3,On Time,5.0
O026254,2026-02-05,CU03359,S002,Physical Store,DP01,1,1,On Time,4.7
O026255,2026-03-09,CU03743,S009,Physical Store,DP05,1,1,On Time,4.4
O026256,2026-04-18,CU04267,S005,Corporate,DP03,1,3,Delayed,3.2
O026257,2026-01-21,CU04343,S006,Website,DP02,3,3,On Time,4.8
O026258,2026-02-15,CU00354,S004,Corporate,DP01,1,1,On Time,4.9
O026259,2026-06-23,CU03792,S003,Physical Store,DP01,1,1,On Time,5.0
O026260,2026-04-02,CU02160,S004,Website,DP05,3,3,On Time,5.0
O026261,2026-04-17,CU02764,S007,Mobile App,DP02,3,3,On Time,5.0
O026262,2026-05-04,CU04557,S007,Physical Store,DP01,1,1,On Time,4.7
O026263,2026-01-16,CU04004,S002,Website,DP04,3,3,On Time,4.2
O026264,2026-05-30,CU03277,S001,Corporate,DP03,1,1,On Time,5.0
O026265,2026-05-14,CU03855,S005,Physical Store,DP01,1,1,On Time,4.9
O026266,2026-02-14,CU00461,S001,Corporate,DP01,1,1,On Time,4.8
O026267,2026-06-05,CU00546,S009,Website,DP02,3,3,On Time,5.0
O026268,2026-05-25,CU04806,S003,Website,DP05,3,3,On Time,4.6
O026269,2026-06-13,CU04140,S008,Physical Store,DP04,1,2,Delayed,4.1
O026270,2026-01-12,CU01359,S001,Website,DP05,3,3,On Time,5.0
O026271,2026-02-19,CU03427,S005,Physical Store,DP02,1,1,On Time,4.5
O026272,2026-02-28,CU03462,S001,Physical Store,DP04,1,1,On Time,5.0
O026273,2026-04-14,CU03557,S006,Mobile App,DP05,3,3,On Time,4.9
O026274,2026-01-12,CU01286,S003,Physical Store,DP02,1,1,On Time,4.2
O026275,2026-02-09,CU04171,S002,Mobile App,DP04,3,3,On Time,4.5
O026276,2026-04-03,CU01550,S008,Website,DP01,3,3,On Time,4.4
O026277,2026-05-10,CU04564,S003,Physical Store,DP03,1,1,On Time,5.0
O026278,2026-04-03,CU00005,S003,Mobile App,DP04,3,3,On Time,5.0
O026279,2026-04-18,CU01211,S004,Website,DP01,3,5,Delayed,3.1
O026280,2026-06-02,CU03550,S004,Website,DP04,3,4,Delayed,4.0
O026281,2026-03-26,CU03371,S005,Website,DP03,3,3,On Time,5.0
O026282,2026-03-15,CU02534,S004,Corporate,DP05,1,1,On Time,4.9
O026283,2026-05-07,CU00949,S001,Mobile App,DP04,3,3,On Time,4.9
O026284,2026-01-31,CU04763,S001,Physical Store,DP04,1,1,On Time,5.0
O026285,2026-06-24,CU04165,S008,Website,DP02,3,3,On Time,5.0
O026286,2026-04-15,CU00232,S006,Mobile App,DP04,3,3,On Time,4.9
O026287,2026-04-08,CU03535,S005,Physical Store,DP02,1,1,On Time,5.0
O026288,2026-04-13,CU01647,S001,Physical Store,DP02,1,1,On Time,5.0
O026289,2026-02-10,CU02377,S009,Mobile App,DP04,3,3,On Time,5.0
O026290,2026-06-27,CU00793,S005,Website,DP01,3,3,On Time,5.0
O026291,2026-05-31,CU01614,S003,Mobile App,DP05,3,3,On Time,4.4
O026292,2026-01-12,CU02791,S008,Mobile App,DP01,3,3,On Time,4.8
O026293,2026-03-12,CU04863,S005,Physical Store,DP01,1,1,On Time,5.0
O026294,2026-04-06,CU01696,S002,Physical Store,DP01,1,1,On Time,5.0
O026295,2026-01-22,CU00087,S008,Corporate,DP01,1,1,On Time,5.0
O026296,2026-02-25,CU02028,S005,Mobile App,DP03,3,3,On Time,4.8
O026297,2026-01-16,CU02447,S007,Website,DP02,3,3,On Time,5.0
O026298,2026-06-28,CU01424,S001,Mobile App,DP03,3,3,On Time,4.8
O026299,2026-05-14,CU00081,S007,Corporate,DP02,1,1,On Time,5.0
O026300,2026-01-02,CU02762,S005,Mobile App,DP04,3,3,On Time,5.0
O026301,2026-03-03,CU02141,S004,Website,DP03,3,3,On Time,4.7
O026302,2026-05-03,CU02922,S009,Physical Store,DP05,1,1,On Time,5.0
O026303,2026-02-11,CU00072,S005,Physical Store,DP05,1,1,On Time,5.0
O026304,2026-04-27,CU01081,S005,Physical Store,DP04,1,3,Delayed,4.1
O026305,2026-04-27,CU02555,S001,Website,DP03,3,3,On Time,4.6
O026306,2026-02-12,CU01682,S008,Corporate,DP03,1,1,On Time,5.0
O026307,2026-02-21,CU00720,S006,Physical Store,DP02,1,1,On Time,4.4
O026308,2026-05-03,CU01627,S009,Physical Store,DP01,1,1,On Time,5.0
O026309,2026-05-28,CU02508,S001,Physical Store,DP01,1,1,On Time,5.0
O026310,2026-02-25,CU03355,S005,Mobile App,DP01,3,3,On Time,4.3
O026311,2026-03-08,CU02253,S005,Website,DP03,3,3,On Time,5.0
O026312,2026-02-28,CU03024,S008,Mobile App,DP02,3,3,On Time,4.4
O026313,2026-02-17,CU04193,S006,Physical Store,DP02,1,1,On Time,4.5
O026314,2026-02-04,CU00265,S002,Website,DP02,3,3,On Time,5.0
O026315,2026-05-16,CU00269,S006,Mobile App,DP01,3,3,On Time,4.7
O026316,2026-03-17,CU00941,S003,Mobile App,DP03,3,3,On Time,4.7
O026317,2026-02-01,CU00264,S005,Website,DP01,3,3,On Time,4.6
O026318,2026-02-14,CU03698,S006,Mobile App,DP02,3,7,Delayed,1.4
O026319,2026-03-26,CU03064,S003,Mobile App,DP04,3,3,On Time,4.9
O026320,2026-05-03,CU03803,S001,Physical Store,DP03,1,1,On Time,4.5
O026321,2026-04-12,CU03817,S007,Website,DP04,3,3,On Time,4.3
O026322,2026-01-27,CU01633,S001,Mobile App,DP05,3,3,On Time,5.0
O026323,2026-04-29,CU04103,S005,Website,DP03,3,7,Delayed,2.5
O026324,2026-01-03,CU03661,S007,Corporate,DP01,1,1,On Time,4.4
O026325,2026-02-26,CU00399,S004,Physical Store,DP05,1,1,On Time,4.9
O026326,2026-05-28,CU00184,S003,Website,DP03,3,3,On Time,5.0
O026327,2026-05-01,CU02664,S008,Physical Store,DP01,1,1,On Time,3.8
O026328,2026-06-18,CU02853,S008,Mobile App,DP05,3,3,On Time,4.6
O026329,2026-01-01,CU03648,S005,Mobile App,DP01,3,3,On Time,5.0
O026330,2026-03-15,CU04189,S003,Corporate,DP01,1,1,On Time,5.0
O026331,2026-04-19,CU02409,S007,Mobile App,DP03,3,3,On Time,4.7
O026332,2026-05-12,CU00111,S003,Physical Store,DP05,1,1,On Time,5.0
O026333,2026-03-12,CU04404,S006,Mobile App,DP02,3,3,On Time,4.7
O026334,2026-01-10,CU04513,S009,Website,DP01,3,3,On Time,5.0
O026335,2026-05-07,CU04173,S005,Corporate,DP05,1,1,On Time,5.0
O026336,2026-06-06,CU00607,S002,Mobile App,DP01,3,3,On Time,4.2
O026337,2026-01-15,CU03340,S007,Website,DP01,3,3,On Time,5.0
O026338,2026-01-19,CU03424,S007,Mobile App,DP01,3,3,On Time,4.6
O026339,2026-04-20,CU01070,S007,Website,DP02,3,3,On Time,5.0
O026340,2026-06-30,CU01350,S005,Website,DP05,3,3,On Time,5.0
O026341,2026-02-15,CU03454,S008,Physical Store,DP05,1,1,On Time,5.0
O026342,2026-01-18,CU02887,S004,Website,DP02,3,3,On Time,5.0
O026343,2026-04-16,CU00441,S005,Physical Store,DP03,1,1,On Time,5.0
O026344,2026-01-03,CU04884,S002,Website,DP02,3,3,On Time,5.0
O026345,2026-03-11,CU00580,S009,Website,DP01,3,3,On Time,5.0
O026346,2026-01-22,CU01324,S005,Mobile App,DP02,3,3,On Time,5.0
O026347,2026-02-24,CU01310,S005,Website,DP01,3,3,On Time,5.0
O026348,2026-04-28,CU01823,S001,Mobile App,DP04,3,3,On Time,4.7
O026349,2026-02-10,CU04735,S004,Website,DP02,3,3,On Time,4.8
O026350,2026-04-20,CU03540,S006,Website,DP03,3,3,On Time,4.8
O026351,2026-04-27,CU02542,S006,Physical Store,DP04,1,1,On Time,5.0
O026352,2026-05-16,CU01769,S008,Corporate,DP02,1,1,On Time,5.0
O026353,2026-03-06,CU00526,S002,Physical Store,DP03,1,1,On Time,5.0
O026354,2026-05-11,CU01638,S004,Physical Store,DP01,1,1,On Time,5.0
O026355,2026-06-06,CU02199,S002,Mobile App,DP04,3,4,Delayed,4.1
O026356,2026-03-11,CU01861,S001,Website,DP01,3,3,On Time,4.5
O026357,2026-01-18,CU04987,S002,Mobile App,DP01,3,3,On Time,4.9
O026358,2026-04-27,CU01202,S008,Corporate,DP02,1,2,Delayed,3.9
O026359,2026-01-01,CU02773,S008,Website,DP04,3,3,On Time,5.0
O026360,2026-01-22,CU01569,S008,Physical Store,DP04,1,1,On Time,4.8
O026361,2026-04-05,CU03028,S002,Physical Store,DP03,1,1,On Time,5.0
O026362,2026-05-31,CU00009,S001,Physical Store,DP03,1,1,On Time,4.4
O026363,2026-05-16,CU00203,S002,Physical Store,DP01,1,1,On Time,4.6
O026364,2026-06-06,CU02311,S008,Website,DP03,3,3,On Time,4.7
O026365,2026-06-21,CU03057,S005,Mobile App,DP04,3,5,Delayed,3.4
O026366,2026-04-25,CU04661,S005,Website,DP04,3,4,Delayed,3.5
O026367,2026-03-03,CU04623,S007,Mobile App,DP01,3,6,Delayed,3.0
O026368,2026-01-19,CU03636,S001,Mobile App,DP04,3,3,On Time,5.0
O026369,2026-02-28,CU03532,S001,Physical Store,DP05,1,1,On Time,4.6
O026370,2026-05-04,CU03525,S008,Website,DP03,3,3,On Time,5.0
O026371,2026-03-21,CU01615,S006,Website,DP05,3,4,Delayed,4.6
O026372,2026-05-27,CU00662,S003,Website,DP02,3,3,On Time,4.6
O026373,2026-01-22,CU02026,S003,Website,DP01,3,3,On Time,5.0
O026374,2026-03-24,CU04644,S004,Website,DP02,3,3,On Time,5.0
O026375,2026-03-09,CU00094,S003,Corporate,DP04,1,4,Delayed,2.4
O026376,2026-01-05,CU00865,S006,Website,DP02,3,3,On Time,4.9
O026377,2026-01-05,CU04262,S004,Website,DP04,3,7,Delayed,1.6
O026378,2026-06-02,CU01064,S006,Corporate,DP01,1,1,On Time,5.0
O026379,2026-01-24,CU01088,S002,Website,DP03,3,3,On Time,4.4
O026380,2026-05-09,CU03768,S003,Website,DP02,3,3,On Time,5.0
O026381,2026-04-24,CU03045,S008,Physical Store,DP03,1,1,On Time,4.9
O026382,2026-01-28,CU02495,S004,Corporate,DP01,1,1,On Time,5.0
O026383,2026-02-16,CU04371,S005,Mobile App,DP01,3,3,On Time,5.0
O026384,2026-03-26,CU02173,S009,Physical Store,DP03,1,1,On Time,5.0
O026385,2026-01-19,CU00521,S008,Mobile App,DP04,3,3,On Time,5.0
O026386,2026-03-28,CU03901,S004,Corporate,DP03,1,1,On Time,5.0
O026387,2026-05-22,CU01130,S004,Mobile App,DP02,3,3,On Time,4.7
O026388,2026-03-11,CU02773,S004,Website,DP03,3,3,On Time,4.9
O026389,2026-04-24,CU03649,S009,Corporate,DP04,1,1,On Time,5.0
O026390,2026-01-08,CU02645,S003,Mobile App,DP02,3,4,Delayed,4.4
O026391,2026-02-06,CU03352,S009,Physical Store,DP02,1,1,On Time,4.4
O026392,2026-03-27,CU00614,S008,Physical Store,DP03,1,1,On Time,4.8
O026393,2026-03-13,CU04268,S004,Physical Store,DP01,1,1,On Time,5.0
O026394,2026-05-05,CU00006,S008,Physical Store,DP01,1,1,On Time,5.0
O026395,2026-01-10,CU04035,S003,Physical Store,DP02,1,3,Delayed,3.1
O026396,2026-03-08,CU02969,S004,Physical Store,DP01,1,1,On Time,5.0
O026397,2026-05-21,CU00539,S008,Website,DP01,3,3,On Time,4.0
O026398,2026-02-08,CU03702,S007,Physical Store,DP03,1,1,On Time,5.0
O026399,2026-03-05,CU02520,S004,Physical Store,DP03,1,1,On Time,5.0
O026400,2026-01-30,CU01632,S001,Physical Store,DP02,1,1,On Time,5.0
O026401,2026-05-12,CU03797,S006,Physical Store,DP05,1,1,On Time,5.0
O026402,2026-02-14,CU01279,S001,Website,DP02,3,3,On Time,4.7
O026403,2026-05-14,CU00556,S008,Mobile App,DP01,3,3,On Time,5.0
O026404,2026-01-16,CU02914,S004,Website,DP03,3,3,On Time,5.0
O026405,2026-01-22,CU04701,S007,Mobile App,DP01,3,3,On Time,4.6
O026406,2026-01-21,CU04343,S007,Physical Store,DP05,1,1,On Time,5.0
O026407,2026-06-07,CU00317,S004,Website,DP01,3,3,On Time,5.0
O026408,2026-01-24,CU00754,S001,Physical Store,DP02,1,1,On Time,5.0
O026409,2026-03-05,CU03718,S005,Physical Store,DP02,1,5,Delayed,2.0
O026410,2026-05-21,CU03147,S009,Physical Store,DP01,1,1,On Time,5.0
O026411,2026-01-26,CU02288,S007,Mobile App,DP02,3,3,On Time,5.0
O026412,2026-04-08,CU04232,S005,Website,DP02,3,3,On Time,5.0
O026413,2026-01-20,CU02275,S006,Physical Store,DP05,1,1,On Time,4.5
O026414,2026-03-02,CU00459,S001,Physical Store,DP05,1,2,Delayed,4.5
O026415,2026-05-04,CU02940,S009,Physical Store,DP01,1,1,On Time,5.0
O026416,2026-05-14,CU03830,S006,Mobile App,DP03,3,3,On Time,4.5
O026417,2026-06-20,CU02987,S002,Website,DP04,3,4,Delayed,4.1
O026418,2026-06-26,CU01110,S006,Physical Store,DP05,1,1,On Time,5.0
O026419,2026-01-09,CU02985,S003,Website,DP01,3,3,On Time,4.3
O026420,2026-05-08,CU04165,S005,Website,DP01,3,3,On Time,4.5
O026421,2026-04-11,CU01386,S003,Physical Store,DP01,1,1,On Time,5.0
O026422,2026-06-14,CU02018,S006,Mobile App,DP05,3,3,On Time,4.9
O026423,2026-01-16,CU04382,S001,Website,DP05,3,3,On Time,5.0
O026424,2026-01-04,CU04537,S002,Physical Store,DP02,1,1,On Time,4.6
O026425,2026-02-01,CU01734,S001,Website,DP01,3,3,On Time,5.0
O026426,2026-03-25,CU01578,S003,Website,DP02,3,3,On Time,5.0
O026427,2026-04-03,CU00741,S001,Website,DP03,3,3,On Time,5.0
O026428,2026-05-08,CU02733,S001,Website,DP04,3,3,On Time,4.7
O026429,2026-01-17,CU02601,S004,Corporate,DP04,1,1,On Time,4.9
O026430,2026-02-10,CU04809,S009,Website,DP03,3,3,On Time,5.0
O026431,2026-02-14,CU01855,S008,Corporate,DP02,1,1,On Time,5.0
O026432,2026-01-16,CU02479,S007,Mobile App,DP03,3,3,On Time,5.0
O026433,2026-01-20,CU02964,S001,Corporate,DP02,1,1,On Time,4.8
O026434,2026-02-11,CU03292,S002,Mobile App,DP04,3,3,On Time,5.0
O026435,2026-01-10,CU01171,S005,Mobile App,DP02,3,3,On Time,4.6
O026436,2026-02-21,CU02625,S004,Physical Store,DP03,1,2,Delayed,3.7
O026437,2026-06-25,CU02250,S001,Mobile App,DP01,3,3,On Time,5.0
O026438,2026-05-31,CU01828,S006,Physical Store,DP03,1,1,On Time,3.9
O026439,2026-02-02,CU03794,S001,Corporate,DP04,1,1,On Time,5.0
O026440,2026-05-07,CU02461,S003,Website,DP04,3,3,On Time,5.0
O026441,2026-06-02,CU04316,S003,Mobile App,DP05,3,3,On Time,5.0
O026442,2026-02-19,CU02975,S001,Corporate,DP04,1,1,On Time,4.6
O026443,2026-04-11,CU03622,S005,Mobile App,DP02,3,3,On Time,4.7
O026444,2026-04-10,CU00617,S008,Website,DP04,3,3,On Time,4.6
O026445,2026-03-29,CU04347,S008,Website,DP03,3,3,On Time,5.0
O026446,2026-03-20,CU01986,S001,Physical Store,DP02,1,1,On Time,4.1
O026447,2026-04-08,CU03350,S004,Mobile App,DP03,3,3,On Time,4.6
O026448,2026-03-09,CU02797,S002,Website,DP01,3,3,On Time,4.8
O026449,2026-03-19,CU00715,S007,Physical Store,DP02,1,1,On Time,4.4
O026450,2026-05-12,CU03126,S006,Website,DP03,3,3,On Time,4.5
O026451,2026-01-28,CU02486,S001,Website,DP03,3,4,Delayed,4.2
O026452,2026-01-29,CU03283,S002,Physical Store,DP02,1,1,On Time,4.8
O026453,2026-03-23,CU00518,S006,Physical Store,DP03,1,1,On Time,5.0
O026454,2026-05-02,CU03273,S008,Website,DP05,3,3,On Time,4.8
O026455,2026-06-25,CU01982,S005,Mobile App,DP02,3,3,On Time,5.0
O026456,2026-04-15,CU04972,S001,Website,DP05,3,3,On Time,5.0
O026457,2026-03-13,CU03115,S004,Mobile App,DP05,3,3,On Time,5.0
O026458,2026-04-20,CU00707,S006,Website,DP02,3,3,On Time,4.4
O026459,2026-04-23,CU02296,S004,Physical Store,DP02,1,1,On Time,5.0
O026460,2026-05-21,CU00781,S004,Physical Store,DP01,1,1,On Time,4.8
O026461,2026-02-12,CU04284,S005,Mobile App,DP05,3,3,On Time,4.6
O026462,2026-01-09,CU00271,S002,Physical Store,DP03,1,1,On Time,4.4
O026463,2026-02-09,CU03653,S008,Mobile App,DP03,3,3,On Time,4.4
O026464,2026-02-15,CU04722,S002,Website,DP01,3,3,On Time,5.0
O026465,2026-02-27,CU04391,S008,Website,DP01,3,3,On Time,4.8
O026466,2026-05-20,CU03837,S009,Physical Store,DP05,1,1,On Time,5.0
O026467,2026-04-11,CU04858,S001,Physical Store,DP01,1,1,On Time,5.0
O026468,2026-01-25,CU02467,S004,Physical Store,DP04,1,1,On Time,5.0
O026469,2026-03-30,CU02464,S005,Website,DP02,3,3,On Time,5.0
O026470,2026-05-24,CU03208,S003,Website,DP01,3,3,On Time,5.0
O026471,2026-06-28,CU02709,S005,Website,DP01,3,3,On Time,5.0
O026472,2026-05-04,CU02711,S004,Mobile App,DP02,3,3,On Time,4.8
O026473,2026-04-09,CU04019,S003,Physical Store,DP03,1,1,On Time,4.7
