order_id,order_date,customer_id,product_id,store_id,channel,quantity,payment_method,unit_cost,list_price,category,discount_pct,unit_price,revenue,cost,gross_profit,gross_margin_pct
O027456,2026-02-13,CU03094,P0041,S007,Physical Store,3,Cash,1272.84,1644.61,Air Conditioners,0.025172132378361505,1603.2116593692228,4809.63,3818.52,991.11,20.61
O027457,2026-03-13,CU00235,P0060,S003,Website,2,Card,145.1,235.48,Small Appliances,0.047434469205170395,224.31013119156648,448.62,290.2,158.42,35.31
O027458,2026-05-21,CU01822,P0007,S007,Physical Store,1,Transfer,802.5,1173.82,Laptops,0.155100344547982,991.7601135626878,991.76,802.5,189.26,19.08
O027459,2026-05-12,CU02898,P0062,S007,Corporate,2,Card,164.74,282.09,Audio,0.08026221235187384,259.44883251765987,518.9,329.48,189.42,36.5
O027460,2026-06-29,CU04486,P0026,S005,Website,3,Transfer,1099.51,1883.52,TVs,0.17916592684932228,1546.0573934607644,4638.17,3298.53,1339.64,28.88
O027461,2026-01-15,CU02512,P0078,S009,Website,1,Card,428.47,676.0,Gaming,0.11331593161216744,599.3984302301748,599.4,428.47,170.93,28.52
O027462,2026-04-30,CU02589,P0039,S001,Physical Store,1,Transfer,904.55,1438.69,Refrigerators,0.10777390580570824,1283.6367594563858,1283.64,904.55,379.09,29.53
O027463,2026-04-20,CU02077,P0030,S002,Mobile App,1,Transfer,436.69,718.47,TVs,0.03955949584852876,690.0476890177075,690.05,436.69,253.36,36.72
O027464,2026-03-23,CU02181,P0074,S009,Mobile App,1,Transfer,262.51,329.93,Gaming,0.10943377578819204,293.8245143542018,293.82,262.51,31.31,10.66
O027465,2026-03-25,CU01747,P0002,S002,Website,1,Cash,988.97,1601.72,Laptops,0.10349576769494781,1435.9487589676482,1435.95,988.97,446.98,31.13
O027466,2026-01-01,CU00534,P0038,S009,Website,1,Transfer,1033.6,1615.43,Refrigerators,0.11750939125356252,1425.6018040872575,1425.6,1033.6,392.0,27.5
O027467,2026-05-19,CU03761,P0069,S008,Mobile App,3,Transfer,255.42,400.31,Audio,0.048473780734599445,380.9054608341325,1142.72,766.26,376.46,32.94
O027468,2026-04-03,CU02696,P0070,S002,Mobile App,3,Transfer,98.33,137.72,Audio,0.02206568097409735,134.6811144162473,404.04,294.99,109.05,26.99
O027469,2026-03-29,CU02924,P0028,S002,Mobile App,2,Cash,382.18,608.84,TVs,0.027698778778802273,591.9758755283141,1183.95,764.36,419.59,35.44
O027470,2026-03-25,CU01604,P0015,S005,Mobile App,2,Wallet,485.3,707.8,Smartphones,0.10245547442038007,635.282015205255,1270.56,970.6,299.96,23.61
O027471,2026-06-15,CU01576,P0029,S001,Website,2,Card,1329.86,1738.15,TVs,0.14747335559581898,1481.8191869711272,2963.64,2659.72,303.92,10.25
O027472,2026-02-14,CU01115,P0030,S004,Corporate,3,Card,436.69,718.47,TVs,0.06873743145861594,669.0842176199282,2007.25,1310.07,697.18,34.73
O027473,2026-03-15,CU02712,P0044,S008,Website,1,Transfer,432.33,658.71,Air Conditioners,0.0930867963686265,597.392796364022,597.39,432.33,165.06,27.63
O027474,2026-03-09,CU01677,P0035,S003,Mobile App,2,Transfer,1206.54,1710.3,Refrigerators,0.07772013981317923,1577.3752448775194,3154.75,2413.08,741.67,23.51
O027475,2026-01-04,CU02536,P0026,S001,Physical Store,1,Card,1099.51,1883.52,TVs,0.11658905297251052,1663.922186945217,1663.92,1099.51,564.41,33.92
O027476,2026-02-17,CU01924,P0073,S005,Physical Store,1,Transfer,465.62,634.28,Gaming,0.08106599404658625,582.8614612961313,582.86,465.62,117.24,20.11
O027477,2026-04-07,CU01471,P0053,S003,Website,3,Wallet,80.61,125.16,Small Appliances,0.04317810237220429,119.7558287070949,359.27,241.83,117.44,32.69
O027478,2026-05-17,CU04673,P0053,S008,Mobile App,1,Card,80.61,125.16,Small Appliances,0.040908483241826034,120.03989423745304,120.04,80.61,39.43,32.85
O027479,2026-03-31,CU03799,P0007,S003,Mobile App,2,Wallet,802.5,1173.82,Laptops,0.10474267793969091,1050.870949780832,2101.74,1605.0,496.74,23.63
O027480,2026-06-24,CU01898,P0013,S001,Physical Store,3,Card,415.57,511.94,Smartphones,0.1165764604532582,452.259846835559,1356.78,1246.71,110.07,8.11
O027481,2026-03-01,CU04235,P0061,S007,Physical Store,1,Card,310.54,395.08,Audio,0.038565970535808194,379.84335636071285,379.84,310.54,69.3,18.24
O027482,2026-02-21,CU02090,P0041,S004,Physical Store,1,Card,1272.84,1644.61,Air Conditioners,0.05867946713112128,1548.1051615614865,1548.11,1272.84,275.27,17.78
O027483,2026-05-04,CU02284,P0049,S001,Physical Store,3,Wallet,537.47,817.36,Air Conditioners,0.03662900600122129,787.4209156548418,2362.26,1612.41,749.85,31.74
O027484,2026-03-27,CU01493,P0041,S006,Website,3,Transfer,1272.84,1644.61,Air Conditioners,0.07066703327101961,1528.3902904121483,4585.17,3818.52,766.65,16.72
O027485,2026-06-10,CU02246,P0024,S005,Corporate,3,Card,1563.24,1925.98,TVs,0.11968400685678358,1695.470996473972,5086.41,4689.72,396.69,7.8
O027486,2026-04-07,CU01412,P0030,S003,Physical Store,3,Wallet,436.69,718.47,TVs,0.05555314863523962,678.5567293000394,2035.67,1310.07,725.6,35.64
O027487,2026-02-17,CU03106,P0001,S008,Physical Store,2,Wallet,771.97,1237.09,Laptops,0.04228703733115951,1184.7771289879959,2369.55,1543.94,825.61,34.84
O027488,2026-05-13,CU01306,P0024,S004,Website,2,Cash,1563.24,1925.98,TVs,0.0636465860499468,1803.3979481995236,3606.8,3126.48,480.32,13.32
O027489,2026-01-27,CU04469,P0020,S007,Website,1,Card,944.29,1372.63,Smartphones,0.025421678813335916,1337.7354410104508,1337.74,944.29,393.45,29.41
O027490,2026-06-18,CU00822,P0054,S006,Mobile App,2,Wallet,290.08,489.71,Small Appliances,0.035846443987529654,472.1556379148668,944.31,580.16,364.15,38.56
O027491,2026-01-01,CU01237,P0008,S009,Physical Store,1,Transfer,785.55,1162.11,Laptops,0.11501149547758074,1028.4539909905486,1028.45,785.55,242.9,23.62
O027492,2026-02-20,CU03349,P0068,S007,Physical Store,1,Cash,399.04,489.19,Audio,0.10849641247898416,436.11463997940575,436.11,399.04,37.07,8.5
O027493,2026-05-24,CU03768,P0033,S009,Corporate,1,Card,1320.48,1847.6,Refrigerators,0.12577934057990692,1615.210090344564,1615.21,1320.48,294.73,18.25
O027494,2026-04-09,CU04317,P0060,S007,Corporate,1,Card,145.1,235.48,Small Appliances,0.0819674891932263,216.17829564477907,216.18,145.1,71.08,32.88
O027495,2026-04-10,CU01634,P0078,S002,Mobile App,1,Card,428.47,676.0,Gaming,0.10099265791247283,607.7289632511684,607.73,428.47,179.26,29.5
O027496,2026-06-09,CU02623,P0001,S003,Mobile App,2,Card,771.97,1237.09,Laptops,0.14764770870568533,1054.4364960372836,2108.87,1543.94,564.93,26.79
O027497,2026-04-13,CU04650,P0022,S008,Website,1,Card,1226.02,2075.0,TVs,0.023266738425125038,2026.7215177678654,2026.72,1226.02,800.7,39.51
O027498,2026-02-16,CU02809,P0004,S008,Physical Store,2,Card,702.13,1200.34,Laptops,0.03420742171575084,1159.2794634177155,2318.56,1404.26,914.3,39.43
O027499,2026-05-31,CU00110,P0052,S002,Website,1,Card,128.25,170.78,Small Appliances,0.06993165316505964,158.83707227247112,158.84,128.25,30.59,19.26
O027500,2026-01-15,CU02245,P0050,S009,Physical Store,1,Transfer,794.99,1174.43,Air Conditioners,0.031279048363493225,1137.6949472304627,1137.69,794.99,342.7,30.12
O027501,2026-06-03,CU02932,P0016,S007,Physical Store,5,Transfer,475.65,609.83,Smartphones,0.08164405181030691,560.0410078845206,2800.21,2378.25,421.96,15.07
O027502,2026-02-06,CU00949,P0058,S003,Mobile App,2,Card,168.05,222.65,Small Appliances,0.11663787116065621,196.68057798607992,393.36,336.1,57.26,14.56
O027503,2026-05-10,CU00453,P0035,S006,Physical Store,1,Card,1206.54,1710.3,Refrigerators,0.051399604534684465,1622.3912563643291,1622.39,1206.54,415.85,25.63
O027504,2026-03-17,CU03524,P0076,S007,Mobile App,1,Card,664.4,1143.13,Gaming,0.03639120083225812,1101.530126592621,1101.53,664.4,437.13,39.68
O027505,2026-05-27,CU00107,P0046,S004,Website,1,Cash,393.82,500.68,Air Conditioners,0.04695138653071984,477.1723797917992,477.17,393.82,83.35,17.47
O027506,2026-02-01,CU00005,P0054,S004,Physical Store,2,Wallet,290.08,489.71,Small Appliances,0.023268044267848537,478.31540604159187,956.63,580.16,376.47,39.35
O027507,2026-02-24,CU00137,P0071,S001,Physical Store,1,Cash,704.19,1088.5,Gaming,0.04263937393273068,1042.0870414742226,1042.09,704.19,337.9,32.43
O027508,2026-04-09,CU00793,P0004,S008,Website,1,Transfer,702.13,1200.34,Laptops,0.09576561793714031,1085.388698165333,1085.39,702.13,383.26,35.31
O027509,2026-02-25,CU03513,P0076,S004,Mobile App,2,Card,664.4,1143.13,Gaming,0.09314901764037394,1036.6485634647595,2073.3,1328.8,744.5,35.91
O027510,2026-01-29,CU01664,P0071,S007,Website,1,Cash,704.19,1088.5,Gaming,0.06384008736336946,1019.0100649049724,1019.01,704.19,314.82,30.89
O027511,2026-04-19,CU00415,P0046,S007,Corporate,1,Wallet,393.82,500.68,Air Conditioners,0.08984288400901391,455.6974648343669,455.7,393.82,61.88,13.58
O027512,2026-03-25,CU03511,P0079,S001,Website,1,Transfer,647.24,926.57,Gaming,0.03591201790584863,893.2950015689779,893.3,647.24,246.06,27.55
O027513,2026-06-13,CU00197,P0070,S005,Website,2,Card,98.33,137.72,Audio,0.07926131782376174,126.80413130931153,253.61,196.66,56.95,22.46
O027514,2026-04-26,CU03666,P0017,S002,Physical Store,3,Transfer,421.24,656.03,Smartphones,0.08895973279700034,597.6697464931839,1793.01,1263.72,529.29,29.52
O027515,2026-03-12,CU01520,P0004,S007,Website,1,Card,702.13,1200.34,Laptops,0.05088136178732153,1139.2650661922064,1139.27,702.13,437.14,38.37
O027516,2026-03-23,CU00596,P0007,S003,Mobile App,1,Wallet,802.5,1173.82,Laptops,0.09286948316311446,1064.8079432734728,1064.81,802.5,262.31,24.63
O027517,2026-02-22,CU01526,P0071,S001,Website,3,Transfer,704.19,1088.5,Gaming,0.1032765938656926,976.0834275771937,2928.25,2112.57,815.68,27.86
O027518,2026-03-26,CU04797,P0038,S002,Mobile App,3,Wallet,1033.6,1615.43,Refrigerators,0.08493964857422245,1478.215943503744,4434.65,3100.8,1333.85,30.08
O027519,2026-03-27,CU00723,P0036,S004,Mobile App,1,Wallet,1007.31,1469.57,Refrigerators,0.0852617810618532,1344.2718444049324,1344.27,1007.31,336.96,25.07
O027520,2026-06-16,CU02076,P0056,S001,Mobile App,2,Cash,250.75,359.51,Small Appliances,0.11115649400035818,319.5481288419312,639.1,501.5,137.6,21.53
O027521,2026-03-17,CU00094,P0023,S007,Physical Store,1,Card,722.88,1120.53,TVs,0.11778205708791266,988.5516715712812,988.55,722.88,265.67,26.87
O027522,2026-01-11,CU03047,P0028,S007,Physical Store,2,Card,382.18,608.84,TVs,0.03167039561359813,589.557796334617,1179.12,764.36,414.76,35.18
O027523,2026-03-17,CU02895,P0033,S008,Corporate,1,Cash,1320.48,1847.6,Refrigerators,0.04807843574457657,1758.7702821183202,1758.77,1320.48,438.29,24.92
O027524,2026-01-30,CU04210,P0039,S002,Website,3,Wallet,904.55,1438.69,Refrigerators,0.11418241980546548,1274.4168944500748,3823.25,2713.65,1109.6,29.02
O027525,2026-03-20,CU04937,P0022,S009,Website,2,Card,1226.02,2075.0,TVs,0.032515544936047275,2007.530244257702,4015.06,2452.04,1563.02,38.93
O027526,2026-04-17,CU01148,P0061,S008,Corporate,2,Card,310.54,395.08,Audio,0.032354728588517984,382.2972938292483,764.59,621.08,143.51,18.77
O027527,2026-06-30,CU01575,P0068,S002,Website,2,Card,399.04,489.19,Audio,0.10914434828559391,435.7976762621703,871.6,798.08,73.52,8.44
O027528,2026-03-23,CU02305,P0059,S004,Corporate,2,Card,181.01,221.82,Small Appliances,0.10825228653476213,197.80747780085906,395.61,362.02,33.59,8.49
O027529,2026-05-16,CU04109,P0080,S005,Website,1,Card,309.8,419.88,Gaming,0.03540546340365844,405.0139540260719,405.01,309.8,95.21,23.51
O027530,2026-01-20,CU04836,P0061,S003,Website,2,Card,310.54,395.08,Audio,0.04855728093861435,375.89598944677226,751.79,621.08,130.71,17.39
O027531,2026-01-12,CU03266,P0013,S004,Mobile App,2,Card,415.57,511.94,Smartphones,0.054695893057874936,483.9389845079515,967.88,831.14,136.74,14.13
O027532,2026-03-08,CU02602,P0079,S006,Corporate,3,Transfer,647.24,926.57,Gaming,0.04193782201863812,887.7116722521905,2663.14,1941.72,721.42,27.09
O027533,2026-06-27,CU01209,P0056,S007,Website,2,Card,250.75,359.51,Small Appliances,0.11075360045933254,319.6929730988653,639.39,501.5,137.89,21.57
O027534,2026-05-06,CU02083,P0059,S004,Physical Store,1,Wallet,181.01,221.82,Small Appliances,0.062108150161599734,208.04317013115394,208.04,181.01,27.03,12.99
O027535,2026-05-20,CU00250,P0050,S009,Website,1,Wallet,794.99,1174.43,Air Conditioners,0.1318306562486195,1019.6041223819337,1019.6,794.99,224.61,22.03
O027536,2026-02-23,CU00247,P0069,S008,Website,3,Card,255.42,400.31,Audio,0.07326683742866778,370.98055230893,1112.94,766.26,346.68,31.15
O027537,2026-03-21,CU03506,P0039,S007,Mobile App,1,Wallet,904.55,1438.69,Refrigerators,0.08784760552713117,1312.3045284041718,1312.3,904.55,407.75,31.07
O027538,2026-05-04,CU03238,P0041,S003,Mobile App,1,Wallet,1272.84,1644.61,Air Conditioners,0.06469155339619871,1538.2176243690776,1538.22,1272.84,265.38,17.25
O027539,2026-03-15,CU03421,P0069,S001,Mobile App,2,Card,255.42,400.31,Audio,0.037467263349553,385.31147980854047,770.62,510.84,259.78,33.71
O027540,2026-05-27,CU04224,P0059,S009,Website,1,Transfer,181.01,221.82,Small Appliances,0.10532427335839792,198.45696968364018,198.46,181.01,17.45,8.79
O027541,2026-05-22,CU03742,P0061,S007,Website,1,Card,310.54,395.08,Audio,0.036380107758921684,380.70694702660523,380.71,310.54,70.17,18.43
O027542,2026-06-29,CU01988,P0050,S009,Physical Store,5,Wallet,794.99,1174.43,Air Conditioners,0.0493240317175879,1116.5023774299132,5582.51,3974.95,1607.56,28.8
O027543,2026-05-30,CU01373,P0055,S006,Physical Store,1,Cash,133.71,182.6,Small Appliances,0.11147289889463403,162.2450486618398,162.25,133.71,28.54,17.59
O027544,2026-05-12,CU03308,P0004,S009,Website,1,Card,702.13,1200.34,Laptops,0.04498815249805114,1146.3389210304892,1146.34,702.13,444.21,38.75
O027545,2026-04-26,CU03883,P0016,S002,Website,2,Wallet,475.65,609.83,Smartphones,0.10773053349917185,544.1326887562001,1088.27,951.3,136.97,12.59
O027546,2026-02-28,CU01257,P0075,S004,Website,2,Transfer,552.95,826.11,Gaming,0.11419369208541272,731.7734490313197,1463.55,1105.9,357.65,24.44
O027547,2026-06-11,CU03041,P0027,S008,Corporate,2,Transfer,801.84,1277.44,TVs,0.14043754611558773,1098.0394610901035,2196.08,1603.68,592.4,26.98
O027548,2026-03-05,CU04160,P0023,S007,Mobile App,1,Transfer,722.88,1120.53,TVs,0.03263848329795711,1083.9576003101402,1083.96,722.88,361.08,33.31
O027549,2026-05-08,CU02847,P0013,S001,Mobile App,1,Wallet,415.57,511.94,Smartphones,0.08013731222598956,470.91450437902694,470.91,415.57,55.34,11.75
O027550,2026-01-18,CU01228,P0069,S004,Mobile App,2,Cash,255.42,400.31,Audio,0.07658574967209675,369.65195854876293,739.3,510.84,228.46,30.9
O027551,2026-03-23,CU01532,P0055,S006,Website,1,Card,133.71,182.6,Small Appliances,0.06579926239423779,170.58505468681216,170.59,133.71,36.88,21.62
O027552,2026-01-31,CU04253,P0074,S004,Corporate,3,Transfer,262.51,329.93,Gaming,0.07919836074576114,303.80008483915105,911.4,787.53,123.87,13.59
O027553,2026-03-25,CU00387,P0079,S006,Mobile App,1,Card,647.24,926.57,Gaming,0.05058510176425849,879.6993622582911,879.7,647.24,232.46,26.42
O027554,2026-02-11,CU03681,P0079,S001,Website,1,Wallet,647.24,926.57,Gaming,0.027305678220096146,901.2693777316056,901.27,647.24,254.03,28.19
O027555,2026-05-11,CU04967,P0060,S009,Physical Store,2,Card,145.1,235.48,Small Appliances,0.07535400995200214,217.73563773650253,435.47,290.2,145.27,33.36
O027556,2026-03-26,CU03798,P0045,S003,Mobile App,1,Transfer,472.94,643.07,Air Conditioners,0.08686595189227884,587.2091123166323,587.21,472.94,114.27,19.46
O027557,2026-01-10,CU02768,P0058,S005,Mobile App,3,Card,168.05,222.65,Small Appliances,0.06927695126172975,207.22548680157587,621.68,504.15,117.53,18.91
O027558,2026-03-12,CU02105,P0064,S003,Physical Store,1,Card,104.14,139.63,Audio,0.05679593366744701,131.69958378201437,131.7,104.14,27.56,20.93
O027559,2026-01-22,CU00071,P0034,S008,Website,1,Transfer,1059.44,1389.27,Refrigerators,0.08715590830796567,1268.1869112649924,1268.19,1059.44,208.75,16.46
O027560,2026-05-31,CU00497,P0004,S005,Mobile App,1,Transfer,702.13,1200.34,Laptops,0.13277288882619656,1040.967390626363,1040.97,702.13,338.84,32.55
O027561,2026-03-17,CU04356,P0077,S007,Mobile App,1,Transfer,280.55,402.77,Gaming,0.11622885197271844,355.95650529094814,355.96,280.55,75.41,21.18
O027562,2026-01-13,CU01508,P0073,S003,Website,2,Transfer,465.62,634.28,Gaming,0.036467802864761915,611.1492019989388,1222.3,931.24,291.06,23.81
O027563,2026-06-17,CU02753,P0069,S003,Physical Store,2,Card,255.42,400.31,Audio,0.0796930379017588,368.4080799975469,736.82,510.84,225.98,30.67
O027564,2026-05-03,CU01904,P0012,S002,Mobile App,2,Transfer,720.32,1046.79,Smartphones,0.07513532326732839,968.1390949569933,1936.28,1440.64,495.64,25.6
O027565,2026-05-21,CU03993,P0052,S005,Corporate,3,Transfer,128.25,170.78,Small Appliances,0.09089292135362984,155.2573068912271,465.77,384.75,81.02,17.39
O027566,2026-04-07,CU00429,P0008,S006,Physical Store,2,Card,785.55,1162.11,Laptops,0.09217938471657396,1054.9874152270222,2109.97,1571.1,538.87,25.54
O027567,2026-04-05,CU04238,P0016,S002,Corporate,2,Card,475.65,609.83,Smartphones,0.05622299876108075,575.5435286655302,1151.09,951.3,199.79,17.36
O027568,2026-02-20,CU01657,P0020,S002,Physical Store,2,Cash,944.29,1372.63,Smartphones,0.06465917950093326,1283.876870441634,2567.75,1888.58,679.17,26.45
O027569,2026-03-24,CU02302,P0072,S006,Physical Store,3,Card,719.02,915.34,Gaming,0.10810988241944361,816.3827002261864,2449.15,2157.06,292.09,11.93
O027570,2026-04-06,CU01789,P0029,S004,Website,1,Card,1329.86,1738.15,TVs,0.06503326082606162,1625.1124376951811,1625.11,1329.86,295.25,18.17
O027571,2026-03-31,CU04872,P0019,S004,Website,2,Wallet,429.03,687.15,Smartphones,0.10311855492627128,616.2920849824127,1232.58,858.06,374.52,30.39
O027572,2026-05-06,CU04412,P0052,S005,Mobile App,1,Card,128.25,170.78,Small Appliances,0.040699824335200765,163.82928400003442,163.83,128.25,35.58,21.72
O027573,2026-01-13,CU01322,P0042,S008,Website,3,Card,1022.85,1323.42,Air Conditioners,0.0760168055881335,1222.8178391485524,3668.45,3068.55,599.9,16.35
O027574,2026-06-06,CU03835,P0037,S004,Physical Store,3,Cash,696.8,1063.09,Refrigerators,0.1009928694787484,955.7254903858372,2867.18,2090.4,776.78,27.09
O027575,2026-06-24,CU01191,P0067,S006,Website,2,Card,419.36,653.31,Audio,0.05756191051914996,615.7042282387341,1231.41,838.72,392.69,31.89
O027576,2026-06-03,CU03685,P0019,S009,Physical Store,3,Card,429.03,687.15,Smartphones,0.11128317318377846,610.6817675467667,1832.05,1287.09,544.96,29.75
O027577,2026-04-28,CU04447,P0052,S001,Physical Store,2,Wallet,128.25,170.78,Small Appliances,0.10430358122522063,152.96703439835682,305.93,256.5,49.43,16.16
O027578,2026-05-31,CU02090,P0063,S006,Mobile App,1,Card,263.81,397.5,Audio,0.07086132491700074,369.3326233454922,369.33,263.81,105.52,28.57
O027579,2026-03-16,CU04498,P0007,S003,Physical Store,1,Card,802.5,1173.82,Laptops,0.08008701843062949,1079.8122560257584,1079.81,802.5,277.31,25.68
O027580,2026-01-19,CU04487,P0055,S006,Website,1,Card,133.71,182.6,Small Appliances,0.09048823568953339,166.0768481630912,166.08,133.71,32.37,19.49
O027581,2026-04-08,CU02436,P0009,S006,Website,1,Card,629.19,942.0,Laptops,0.055431408711995284,889.7836129933005,889.78,629.19,260.59,29.29
O027582,2026-04-21,CU03039,P0008,S003,Physical Store,2,Cash,785.55,1162.11,Laptops,0.03735031812052099,1118.7048218089612,2237.41,1571.1,666.31,29.78
O027583,2026-06-27,CU01482,P0072,S004,Corporate,2,Card,719.02,915.34,Gaming,0.13297442401195003,793.6231907249016,1587.25,1438.04,149.21,9.4
O027584,2026-04-18,CU02802,P0047,S006,Website,3,Wallet,346.24,509.04,Air Conditioners,0.041198073678352015,488.0685325747717,1464.21,1038.72,425.49,29.06
O027585,2026-02-04,CU02861,P0024,S005,Corporate,1,Card,1563.24,1925.98,TVs,0.1039970597512064,1725.6837428603715,1725.68,1563.24,162.44,9.41
O027586,2026-06-26,CU02527,P0066,S004,Website,2,Card,302.97,498.93,Audio,0.12230737056177522,437.9071836056135,875.81,605.94,269.87,30.81
O027587,2026-06-23,CU04654,P0029,S003,Corporate,2,Card,1329.86,1738.15,TVs,0.1496080007642348,1478.1088534716453,2956.22,2659.72,296.5,10.03
O027588,2026-04-03,CU02486,P0012,S002,Website,2,Transfer,720.32,1046.79,Smartphones,0.058109378211151155,985.9616839823491,1971.92,1440.64,531.28,26.94
O027589,2026-04-10,CU01249,P0049,S008,Website,1,Wallet,537.47,817.36,Air Conditioners,0.08559181352830907,747.4006752945013,747.4,537.47,209.93,28.09
O027590,2026-06-30,CU01267,P0069,S009,Website,3,Transfer,255.42,400.31,Audio,0.1000705426634445,360.25076106639654,1080.75,766.26,314.49,29.1
O027591,2026-06-08,CU03223,P0065,S004,Mobile App,2,Card,249.76,319.78,Audio,0.12274957148428686,280.5271420307547,561.05,499.52,61.53,10.97
O027592,2026-04-06,CU02567,P0077,S004,Website,2,Transfer,280.55,402.77,Gaming,0.052653227991088666,381.5628593620292,763.13,561.1,202.03,26.47
O027593,2026-03-25,CU04410,P0008,S005,Physical Store,1,Card,785.55,1162.11,Laptops,0.09504978537138187,1051.6516939220633,1051.65,785.55,266.1,25.3
O027594,2026-05-30,CU02863,P0054,S004,Mobile App,3,Transfer,290.08,489.71,Small Appliances,0.13377018587211933,424.2014022765644,1272.6,870.24,402.36,31.62
O027595,2026-03-08,CU00860,P0019,S008,Website,1,Cash,429.03,687.15,Smartphones,0.06744147681949998,640.8075892034806,640.81,429.03,211.78,33.05
O027596,2026-05-16,CU03349,P0028,S002,Mobile App,2,Card,382.18,608.84,TVs,0.06101000924908499,571.6946659687871,1143.39,764.36,379.03,33.15
O027597,2026-01-19,CU04255,P0010,S005,Website,1,Card,880.36,1310.46,Laptops,0.04194455291304499,1255.493341189571,1255.49,880.36,375.13,29.88
O027598,2026-01-31,CU01001,P0049,S008,Website,1,Wallet,537.47,817.36,Air Conditioners,0.037542977033639006,786.6738722917848,786.67,537.47,249.2,31.68
O027599,2026-02-01,CU02203,P0050,S004,Corporate,2,Transfer,794.99,1174.43,Air Conditioners,0.11517352258909568,1039.1667598656884,2078.33,1589.98,488.35,23.5
O027600,2026-02-24,CU00394,P0074,S001,Website,1,Card,262.51,329.93,Gaming,0.05792783623299351,310.8178689916485,310.82,262.51,48.31,15.54
O027601,2026-04-13,CU03144,P0018,S005,Physical Store,1,Card,747.7,1096.27,Smartphones,0.10093362497286348,985.619494950999,985.62,747.7,237.92,24.14
O027602,2026-06-08,CU00649,P0010,S005,Mobile App,2,Cash,880.36,1310.46,Laptops,0.10688824804540394,1170.3872264664199,2340.77,1760.72,580.05,24.78
O027603,2026-02-20,CU02920,P0066,S009,Website,3,Card,302.97,498.93,Audio,0.07296751723277974,462.52431662704925,1387.57,908.91,478.66,34.5
O027604,2026-05-02,CU00858,P0009,S003,Mobile App,3,Transfer,629.19,942.0,Laptops,0.05676268509120032,888.5295506440893,2665.59,1887.57,778.02,29.19
O027605,2026-04-02,CU01586,P0038,S003,Physical Store,1,Card,1033.6,1615.43,Refrigerators,0.07551725971933505,1493.4371531315946,1493.44,1033.6,459.84,30.79
O027606,2026-06-04,CU00959,P0007,S004,Website,3,Wallet,802.5,1173.82,Laptops,0.16265621111813022,982.8908862653163,2948.67,2407.5,541.17,18.35
O027607,2026-06-25,CU01683,P0003,S005,Website,2,Transfer,718.1,1040.4,Laptops,0.10451214752983867,931.6655617099559,1863.33,1436.2,427.13,22.92
O027608,2026-04-20,CU01266,P0026,S009,Physical Store,2,Cash,1099.51,1883.52,TVs,0.05549039519827362,1779.0027308361477,3558.01,2199.02,1358.99,38.2
O027609,2026-02-12,CU04368,P0007,S004,Physical Store,3,Cash,802.5,1173.82,Laptops,0.08649062267007204,1072.295577297416,3216.89,2407.5,809.39,25.16
O027610,2026-06-28,CU03110,P0040,S009,Mobile App,5,Transfer,1790.06,2397.14,Refrigerators,0.11569572741558427,2119.801143983006,10599.01,8950.3,1648.71,15.56
O027611,2026-03-16,CU02028,P0046,S007,Mobile App,1,Card,393.82,500.68,Air Conditioners,0.040777576217329095,480.2634831395076,480.26,393.82,86.44,18.0
O027612,2026-03-12,CU01740,P0027,S005,Physical Store,1,Cash,801.84,1277.44,TVs,0.03340930455347651,1234.761617991207,1234.76,801.84,432.92,35.06
O027613,2026-03-13,CU03157,P0071,S002,Physical Store,1,Cash,704.19,1088.5,Gaming,0.028924709629316408,1057.0154535684892,1057.02,704.19,352.83,33.38
O027614,2026-06-27,CU03874,P0038,S006,Physical Store,2,Wallet,1033.6,1615.43,Refrigerators,0.08863968469372227,1472.2387941552201,2944.48,2067.2,877.28,29.79
O027615,2026-04-13,CU00149,P0020,S007,Website,1,Cash,944.29,1372.63,Smartphones,0.053841374049567625,1298.7257147383423,1298.73,944.29,354.44,27.29
O027616,2026-02-10,CU02687,P0053,S004,Website,1,Wallet,80.61,125.16,Small Appliances,0.020791376169045434,122.55775135868227,122.56,80.61,41.95,34.23
O027617,2026-06-28,CU00932,P0054,S007,Website,2,Wallet,290.08,489.71,Small Appliances,0.1328582076320412,424.6480071405131,849.3,580.16,269.14,31.69
O027618,2026-03-19,CU02024,P0021,S003,Physical Store,1,Wallet,891.52,1232.24,TVs,0.08604982324801073,1126.2059658008714,1126.21,891.52,234.69,20.84
O027619,2026-01-24,CU01343,P0069,S006,Website,2,Card,255.42,400.31,Audio,0.036171535831650975,385.8301724912318,771.66,510.84,260.82,33.8
O027620,2026-01-30,CU00298,P0040,S008,Website,1,Transfer,1790.06,2397.14,Refrigerators,0.03167248071068705,2321.2166295891834,2321.22,1790.06,531.16,22.88
O027621,2026-02-21,CU04693,P0053,S001,Website,1,Wallet,80.61,125.16,Small Appliances,0.11612034514187117,110.6263776020434,110.63,80.61,30.02,27.14
O027622,2026-06-27,CU00277,P0047,S006,Physical Store,3,Card,346.24,509.04,Air Conditioners,0.10673149706546209,454.70939873379723,1364.13,1038.72,325.41,23.85
O027623,2026-02-26,CU02623,P0054,S009,Website,1,Transfer,290.08,489.71,Small Appliances,0.08893925522340301,446.1555573245473,446.16,290.08,156.08,34.98
O027624,2026-03-20,CU04185,P0074,S007,Physical Store,3,Card,262.51,329.93,Gaming,0.07375332892124255,305.59656418901443,916.79,787.53,129.26,14.1
