customer_id,customer_name,segment,region,acquisition_channel
CU03882,Customer 03882,Gamers,Central,Corporate Sales
CU03883,Customer 03883,Value Seekers,West,Store
CU03884,Customer 03884,Value Seekers,West,Website
CU03885,Customer 03885,Professionals,North,Store
CU03886,Customer 03886,Premium,West,Website
CU03887,Customer 03887,Gamers,West,Store
CU03888,Customer 03888,Premium,North,Social
CU03889,Customer 03889,Home Makers,West,Website
CU03890,Customer 03890,Value Seekers,East,Website
CU03891,Customer 03891,Premium,Central,Store
CU03892,Customer 03892,Home Makers,East,Store
CU03893,Customer 03893,Value Seekers,West,Social
CU03894,Customer 03894,Premium,Central,Store
CU03895,Customer 03895,Professionals,Central,Corporate Sales
CU03896,Customer 03896,Corporate,Central,Corporate Sales
CU03897,Customer 03897,Professionals,Central,Store
CU03898,Customer 03898,Professionals,North,Corporate Sales
CU03899,Customer 03899,Professionals,Central,Website
CU03900,Customer 03900,Premium,West,Website
CU03901,Customer 03901,Value Seekers,West,Website
CU03902,Customer 03902,Professionals,West,Website
CU03903,Customer 03903,Value Seekers,West,Website
CU03904,Customer 03904,Home Makers,North,Website
CU03905,Customer 03905,Professionals,Central,Corporate Sales
CU03906,Customer 03906,Value Seekers,West,Website
CU03907,Customer 03907,Gamers,East,Corporate Sales
CU03908,Customer 03908,Professionals,North,Store
CU03909,Customer 03909,Value Seekers,Central,Store
CU03910,Customer 03910,Corporate,West,Corporate Sales
CU03911,Customer 03911,Corporate,Central,Referral
CU03912,Customer 03912,Professionals,West,Social
CU03913,Customer 03913,Value Seekers,North,Website
CU03914,Customer 03914,Value Seekers,North,Referral
CU03915,Customer 03915,Home Makers,East,Website
CU03916,Customer 03916,Value Seekers,West,Corporate Sales
CU03917,Customer 03917,Home Makers,West,Website
CU03918,Customer 03918,Premium,West,Website
CU03919,Customer 03919,Home Makers,West,Website
CU03920,Customer 03920,Professionals,East,Corporate Sales
CU03921,Customer 03921,Premium,North,Corporate Sales
CU03922,Customer 03922,Premium,Central,Website
CU03923,Customer 03923,Value Seekers,West,Corporate Sales
CU03924,Customer 03924,Professionals,East,Website
CU03925,Customer 03925,Professionals,East,Social
CU03926,Customer 03926,Corporate,West,Store
CU03927,Customer 03927,Home Makers,Central,Corporate Sales
CU03928,Customer 03928,Home Makers,Central,Store
CU03929,Customer 03929,Professionals,East,Website
CU03930,Customer 03930,Value Seekers,North,Website
CU03931,Customer 03931,Home Makers,West,Store
CU03932,Customer 03932,Corporate,West,Website
CU03933,Customer 03933,Value Seekers,West,Social
CU03934,Customer 03934,Professionals,West,Referral
CU03935,Customer 03935,Value Seekers,West,Store
CU03936,Customer 03936,Gamers,West,Store
CU03937,Customer 03937,Gamers,West,Store
CU03938,Customer 03938,Home Makers,Central,Social
CU03939,Customer 03939,Value Seekers,North,Referral
CU03940,Customer 03940,Corporate,Central,Website
CU03941,Customer 03941,Professionals,West,Store
CU03942,Customer 03942,Value Seekers,East,Social
CU03943,Customer 03943,Value Seekers,West,Website
CU03944,Customer 03944,Gamers,Central,Store
CU03945,Customer 03945,Gamers,East,Corporate Sales
CU03946,Customer 03946,Home Makers,West,Corporate Sales
CU03947,Customer 03947,Value Seekers,West,Social
CU03948,Customer 03948,Home Makers,North,Corporate Sales
CU03949,Customer 03949,Home Makers,Central,Website
CU03950,Customer 03950,Gamers,North,Store
CU03951,Customer 03951,Gamers,East,Website
CU03952,Customer 03952,Professionals,North,Website
CU03953,Customer 03953,Gamers,West,Store
CU03954,Customer 03954,Gamers,West,Website
CU03955,Customer 03955,Professionals,Central,Store
CU03956,Customer 03956,Professionals,North,Store
CU03957,Customer 03957,Value Seekers,East,Referral
CU03958,Customer 03958,Professionals,Central,Store
CU03959,Customer 03959,Professionals,Central,Store
CU03960,Customer 03960,Professionals,West,Website
CU03961,Customer 03961,Premium,East,Website
CU03962,Customer 03962,Value Seekers,Central,Website
CU03963,Customer 03963,Home Makers,Central,Store
CU03964,Customer 03964,Value Seekers,West,Social
CU03965,Customer 03965,Gamers,Central,Referral
CU03966,Customer 03966,Corporate,West,Corporate Sales
CU03967,Customer 03967,Value Seekers,West,Store
CU03968,Customer 03968,Professionals,West,Website
CU03969,Customer 03969,Premium,West,Store
CU03970,Customer 03970,Gamers,North,Store
CU03971,Customer 03971,Gamers,Central,Store
CU03972,Customer 03972,Professionals,West,Store
CU03973,Customer 03973,Premium,North,Website
CU03974,Customer 03974,Professionals,West,Social
CU03975,Customer 03975,Professionals,East,Social
CU03976,Customer 03976,Professionals,North,Website
CU03977,Customer 03977,Home Makers,North,Referral
CU03978,Customer 03978,Gamers,West,Website
CU03979,Customer 03979,Home Makers,East,Store
CU03980,Customer 03980,Value Seekers,West,Referral
CU03981,Customer 03981,Home Makers,Central,Website
CU03982,Customer 03982,Corporate,East,Store
CU03983,Customer 03983,Premium,East,Social
CU03984,Customer 03984,Premium,West,Corporate Sales
CU03985,Customer 03985,Gamers,West,Website
CU03986,Customer 03986,Value Seekers,East,Store
CU03987,Customer 03987,Home Makers,West,Social
CU03988,Customer 03988,Professionals,Central,Social
CU03989,Customer 03989,Professionals,West,Store
CU03990,Customer 03990,Professionals,West,Store
CU03991,Customer 03991,Professionals,East,Website
CU03992,Customer 03992,Value Seekers,North,Website
CU03993,Customer 03993,Value Seekers,West,Referral
CU03994,Customer 03994,Professionals,East,Social
CU03995,Customer 03995,Corporate,Central,Store
CU03996,Customer 03996,Home Makers,West,Store
CU03997,Customer 03997,Premium,West,Website
CU03998,Customer 03998,Premium,North,Social
CU03999,Customer 03999,Value Seekers,West,Referral
CU04000,Customer 04000,Premium,West,Website
CU04001,Customer 04001,Gamers,Central,Website
CU04002,Customer 04002,Professionals,West,Corporate Sales
CU04003,Customer 04003,Value Seekers,Central,Referral
CU04004,Customer 04004,Corporate,North,Website
CU04005,Customer 04005,Value Seekers,Central,Website
CU04006,Customer 04006,Premium,North,Website
CU04007,Customer 04007,Professionals,Central,Store
CU04008,Customer 04008,Value Seekers,East,Social
CU04009,Customer 04009,Value Seekers,West,Referral
CU04010,Customer 04010,Gamers,West,Store
CU04011,Customer 04011,Corporate,West,Store
CU04012,Customer 04012,Premium,East,Referral
CU04013,Customer 04013,Premium,West,Store
CU04014,Customer 04014,Premium,Central,Website
CU04015,Customer 04015,Corporate,East,Referral
CU04016,Customer 04016,Home Makers,East,Store
CU04017,Customer 04017,Value Seekers,West,Social
CU04018,Customer 04018,Corporate,West,Referral
CU04019,Customer 04019,Professionals,East,Store
CU04020,Customer 04020,Professionals,North,Website
CU04021,Customer 04021,Home Makers,West,Corporate Sales
CU04022,Customer 04022,Home Makers,West,Corporate Sales
CU04023,Customer 04023,Home Makers,West,Website
CU04024,Customer 04024,Home Makers,Central,Social
CU04025,Customer 04025,Home Makers,East,Corporate Sales
CU04026,Customer 04026,Professionals,West,Corporate Sales
CU04027,Customer 04027,Professionals,East,Store
CU04028,Customer 04028,Value Seekers,West,Referral
CU04029,Customer 04029,Value Seekers,West,Referral
CU04030,Customer 04030,Professionals,North,Corporate Sales
CU04031,Customer 04031,Home Makers,Central,Website
CU04032,Customer 04032,Gamers,West,Store
CU04033,Customer 04033,Value Seekers,North,Corporate Sales
CU04034,Customer 04034,Professionals,East,Corporate Sales
CU04035,Customer 04035,Value Seekers,Central,Referral
CU04036,Customer 04036,Premium,North,Social
CU04037,Customer 04037,Value Seekers,North,Store
CU04038,Customer 04038,Home Makers,West,Store
CU04039,Customer 04039,Home Makers,Central,Website
CU04040,Customer 04040,Value Seekers,North,Website
CU04041,Customer 04041,Value Seekers,Central,Website
CU04042,Customer 04042,Home Makers,West,Website
CU04043,Customer 04043,Value Seekers,East,Website
CU04044,Customer 04044,Home Makers,East,Referral
CU04045,Customer 04045,Gamers,North,Store
CU04046,Customer 04046,Professionals,Central,Referral
CU04047,Customer 04047,Professionals,Central,Website
CU04048,Customer 04048,Home Makers,West,Website
CU04049,Customer 04049,Corporate,East,Website
CU04050,Customer 04050,Value Seekers,West,Corporate Sales
CU04051,Customer 04051,Professionals,West,Social
CU04052,Customer 04052,Home Makers,West,Website
CU04053,Customer 04053,Value Seekers,West,Corporate Sales
CU04054,Customer 04054,Professionals,East,Corporate Sales
CU04055,Customer 04055,Value Seekers,Central,Store
CU04056,Customer 04056,Home Makers,East,Website
CU04057,Customer 04057,Gamers,West,Store
CU04058,Customer 04058,Gamers,West,Website
CU04059,Customer 04059,Corporate,North,Website
CU04060,Customer 04060,Professionals,Central,Corporate Sales
CU04061,Customer 04061,Value Seekers,Central,Website
CU04062,Customer 04062,Corporate,North,Website
CU04063,Customer 04063,Premium,West,Store
CU04064,Customer 04064,Home Makers,Central,Social
CU04065,Customer 04065,Professionals,West,Store
CU04066,Customer 04066,Value Seekers,West,Social
CU04067,Customer 04067,Professionals,East,Corporate Sales
CU04068,Customer 04068,Premium,Central,Social
CU04069,Customer 04069,Professionals,Central,Social
CU04070,Customer 04070,Home Makers,North,Website
CU04071,Customer 04071,Value Seekers,East,Corporate Sales
CU04072,Customer 04072,Professionals,North,Website
CU04073,Customer 04073,Home Makers,Central,Store
CU04074,Customer 04074,Professionals,Central,Store
CU04075,Customer 04075,Premium,Central,Referral
CU04076,Customer 04076,Professionals,West,Social
CU04077,Customer 04077,Home Makers,West,Website
CU04078,Customer 04078,Value Seekers,Central,Store
CU04079,Customer 04079,Professionals,West,Website
CU04080,Customer 04080,Professionals,West,Store
CU04081,Customer 04081,Value Seekers,East,Website
CU04082,Customer 04082,Home Makers,East,Referral
CU04083,Customer 04083,Professionals,West,Website
CU04084,Customer 04084,Premium,Central,Store
CU04085,Customer 04085,Professionals,North,Store
CU04086,Customer 04086,Professionals,West,Website
CU04087,Customer 04087,Professionals,East,Store
CU04088,Customer 04088,Professionals,West,Website
CU04089,Customer 04089,Premium,Central,Store
CU04090,Customer 04090,Gamers,East,Store
CU04091,Customer 04091,Value Seekers,North,Website
CU04092,Customer 04092,Value Seekers,West,Corporate Sales
CU04093,Customer 04093,Value Seekers,Central,Website
CU04094,Customer 04094,Value Seekers,West,Corporate Sales
CU04095,Customer 04095,Professionals,West,Store
CU04096,Customer 04096,Home Makers,West,Corporate Sales
CU04097,Customer 04097,Home Makers,East,Website
CU04098,Customer 04098,Value Seekers,East,Referral
CU04099,Customer 04099,Premium,West,Website
CU04100,Customer 04100,Premium,East,Website
CU04101,Customer 04101,Professionals,East,Website
CU04102,Customer 04102,Professionals,North,Social
CU04103,Customer 04103,Value Seekers,East,Website
CU04104,Customer 04104,Premium,North,Social
CU04105,Customer 04105,Corporate,West,Website
CU04106,Customer 04106,Premium,East,Store
CU04107,Customer 04107,Value Seekers,Central,Social
CU04108,Customer 04108,Professionals,West,Store
CU04109,Customer 04109,Gamers,West,Store
CU04110,Customer 04110,Gamers,Central,Social
CU04111,Customer 04111,Value Seekers,West,Store
CU04112,Customer 04112,Corporate,West,Store
CU04113,Customer 04113,Value Seekers,North,Social
CU04114,Customer 04114,Professionals,Central,Store
CU04115,Customer 04115,Premium,North,Social
CU04116,Customer 04116,Home Makers,North,Social
CU04117,Customer 04117,Home Makers,North,Store
CU04118,Customer 04118,Corporate,East,Store
CU04119,Customer 04119,Professionals,West,Website
CU04120,Customer 04120,Value Seekers,Central,Store
CU04121,Customer 04121,Value Seekers,East,Referral
CU04122,Customer 04122,Home Makers,North,Website
CU04123,Customer 04123,Value Seekers,West,Social
CU04124,Customer 04124,Gamers,West,Social
CU04125,Customer 04125,Home Makers,West,Store
CU04126,Customer 04126,Home Makers,East,Corporate Sales
CU04127,Customer 04127,Value Seekers,Central,Website
CU04128,Customer 04128,Premium,West,Website
CU04129,Customer 04129,Corporate,East,Website
CU04130,Customer 04130,Professionals,North,Store
CU04131,Customer 04131,Value Seekers,Central,Corporate Sales
CU04132,Customer 04132,Professionals,West,Website
CU04133,Customer 04133,Home Makers,Central,Social
CU04134,Customer 04134,Value Seekers,West,Website
CU04135,Customer 04135,Premium,West,Store
CU04136,Customer 04136,Professionals,East,Store
CU04137,Customer 04137,Home Makers,East,Referral
CU04138,Customer 04138,Value Seekers,East,Corporate Sales
CU04139,Customer 04139,Home Makers,West,Website
CU04140,Customer 04140,Professionals,East,Corporate Sales
CU04141,Customer 04141,Home Makers,North,Website
CU04142,Customer 04142,Home Makers,West,Website
CU04143,Customer 04143,Value Seekers,North,Social
CU04144,Customer 04144,Value Seekers,West,Store
CU04145,Customer 04145,Value Seekers,East,Social
CU04146,Customer 04146,Home Makers,Central,Store
CU04147,Customer 04147,Home Makers,North,Website
CU04148,Customer 04148,Premium,West,Website
CU04149,Customer 04149,Home Makers,East,Website
CU04150,Customer 04150,Value Seekers,East,Website
CU04151,Customer 04151,Value Seekers,East,Referral
CU04152,Customer 04152,Professionals,West,Corporate Sales
CU04153,Customer 04153,Gamers,North,Store
CU04154,Customer 04154,Home Makers,West,Store
CU04155,Customer 04155,Home Makers,Central,Store
CU04156,Customer 04156,Gamers,North,Store
CU04157,Customer 04157,Corporate,North,Social
CU04158,Customer 04158,Professionals,East,Store
CU04159,Customer 04159,Professionals,Central,Website
CU04160,Customer 04160,Value Seekers,West,Referral
CU04161,Customer 04161,Professionals,North,Store
CU04162,Customer 04162,Gamers,North,Website
CU04163,Customer 04163,Premium,East,Store
CU04164,Customer 04164,Premium,West,Website
CU04165,Customer 04165,Corporate,Central,Store
CU04166,Customer 04166,Corporate,Central,Store
CU04167,Customer 04167,Gamers,West,Website
CU04168,Customer 04168,Home Makers,East,Website
CU04169,Customer 04169,Professionals,West,Website
CU04170,Customer 04170,Gamers,Central,Store
CU04171,Customer 04171,Value Seekers,West,Social
CU04172,Customer 04172,Professionals,Central,Website
CU04173,Customer 04173,Premium,East,Website
CU04174,Customer 04174,Home Makers,North,Website
CU04175,Customer 04175,Professionals,North,Store
CU04176,Customer 04176,Value Seekers,West,Store
CU04177,Customer 04177,Professionals,West,Website
CU04178,Customer 04178,Gamers,West,Store
CU04179,Customer 04179,Value Seekers,West,Store
CU04180,Customer 04180,Corporate,West,Referral
CU04181,Customer 04181,Value Seekers,East,Website
CU04182,Customer 04182,Home Makers,West,Referral
CU04183,Customer 04183,Professionals,Central,Store
CU04184,Customer 04184,Home Makers,East,Corporate Sales
CU04185,Customer 04185,Professionals,West,Social
CU04186,Customer 04186,Value Seekers,North,Corporate Sales
CU04187,Customer 04187,Home Makers,West,Website
CU04188,Customer 04188,Professionals,East,Corporate Sales
CU04189,Customer 04189,Home Makers,Central,Store
CU04190,Customer 04190,Home Makers,East,Social
CU04191,Customer 04191,Gamers,North,Store
CU04192,Customer 04192,Premium,Central,Store
CU04193,Customer 04193,Professionals,West,Social
CU04194,Customer 04194,Gamers,West,Social
CU04195,Customer 04195,Professionals,North,Website
CU04196,Customer 04196,Premium,East,Corporate Sales
CU04197,Customer 04197,Home Makers,West,Website
CU04198,Customer 04198,Gamers,North,Store
CU04199,Customer 04199,Corporate,North,Store
CU04200,Customer 04200,Premium,West,Website
CU04201,Customer 04201,Home Makers,North,Referral
CU04202,Customer 04202,Home Makers,West,Store
CU04203,Customer 04203,Corporate,West,Website
CU04204,Customer 04204,Professionals,Central,Social
CU04205,Customer 04205,Home Makers,North,Social
CU04206,Customer 04206,Professionals,Central,Corporate Sales
CU04207,Customer 04207,Premium,West,Website
CU04208,Customer 04208,Home Makers,Central,Social
CU04209,Customer 04209,Home Makers,West,Store
CU04210,Customer 04210,Gamers,West,Website
CU04211,Customer 04211,Home Makers,Central,Social
CU04212,Customer 04212,Home Makers,West,Store
CU04213,Customer 04213,Home Makers,North,Social
CU04214,Customer 04214,Value Seekers,East,Corporate Sales
CU04215,Customer 04215,Home Makers,North,Corporate Sales
CU04216,Customer 04216,Home Makers,East,Store
CU04217,Customer 04217,Gamers,West,Store
CU04218,Customer 04218,Value Seekers,West,Social
CU04219,Customer 04219,Premium,North,Referral
CU04220,Customer 04220,Professionals,Central,Store
CU04221,Customer 04221,Value Seekers,West,Website
CU04222,Customer 04222,Corporate,West,Website
CU04223,Customer 04223,Home Makers,Central,Corporate Sales
CU04224,Customer 04224,Premium,Central,Website
CU04225,Customer 04225,Premium,Central,Store
CU04226,Customer 04226,Gamers,West,Store
CU04227,Customer 04227,Value Seekers,Central,Social
CU04228,Customer 04228,Corporate,Central,Website
CU04229,Customer 04229,Value Seekers,West,Referral
CU04230,Customer 04230,Gamers,North,Social
CU04231,Customer 04231,Value Seekers,West,Social
CU04232,Customer 04232,Corporate,West,Referral
CU04233,Customer 04233,Home Makers,West,Store
CU04234,Customer 04234,Value Seekers,West,Store
CU04235,Customer 04235,Gamers,West,Store
CU04236,Customer 04236,Value Seekers,West,Website
CU04237,Customer 04237,Professionals,West,Website
CU04238,Customer 04238,Value Seekers,North,Store
CU04239,Customer 04239,Professionals,West,Social
CU04240,Customer 04240,Professionals,Central,Website
CU04241,Customer 04241,Home Makers,Central,Store
CU04242,Customer 04242,Professionals,West,Store
CU04243,Customer 04243,Corporate,Central,Referral
CU04244,Customer 04244,Corporate,North,Website
CU04245,Customer 04245,Value Seekers,North,Website
CU04246,Customer 04246,Professionals,West,Store
CU04247,Customer 04247,Gamers,West,Social
CU04248,Customer 04248,Corporate,Central,Referral
CU04249,Customer 04249,Corporate,East,Website
CU04250,Customer 04250,Premium,North,Store
CU04251,Customer 04251,Professionals,West,Website
CU04252,Customer 04252,Corporate,West,Corporate Sales
CU04253,Customer 04253,Corporate,North,Social
CU04254,Customer 04254,Premium,Central,Social
CU04255,Customer 04255,Premium,North,Referral
CU04256,Customer 04256,Corporate,East,Store
CU04257,Customer 04257,Home Makers,North,Corporate Sales
CU04258,Customer 04258,Premium,Central,Referral
CU04259,Customer 04259,Premium,East,Corporate Sales
CU04260,Customer 04260,Corporate,North,Website
CU04261,Customer 04261,Gamers,East,Store
CU04262,Customer 04262,Professionals,Central,Store
CU04263,Customer 04263,Value Seekers,West,Referral
CU04264,Customer 04264,Corporate,West,Store
CU04265,Customer 04265,Corporate,East,Social
CU04266,Customer 04266,Premium,North,Website
CU04267,Customer 04267,Professionals,West,Referral
CU04268,Customer 04268,Home Makers,West,Website
CU04269,Customer 04269,Premium,East,Social
CU04270,Customer 04270,Home Makers,East,Store
CU04271,Customer 04271,Home Makers,East,Corporate Sales
CU04272,Customer 04272,Value Seekers,West,Store
CU04273,Customer 04273,Professionals,West,Corporate Sales
CU04274,Customer 04274,Home Makers,Central,Referral
CU04275,Customer 04275,Corporate,West,Website
CU04276,Customer 04276,Gamers,West,Website
CU04277,Customer 04277,Value Seekers,West,Store
CU04278,Customer 04278,Professionals,North,Corporate Sales
CU04279,Customer 04279,Home Makers,East,Store
CU04280,Customer 04280,Gamers,Central,Store
CU04281,Customer 04281,Home Makers,Central,Website
CU04282,Customer 04282,Gamers,Central,Store
CU04283,Customer 04283,Value Seekers,East,Store
CU04284,Customer 04284,Corporate,West,Website
CU04285,Customer 04285,Home Makers,East,Website
CU04286,Customer 04286,Premium,West,Corporate Sales
CU04287,Customer 04287,Value Seekers,West,Website
CU04288,Customer 04288,Home Makers,North,Website
CU04289,Customer 04289,Corporate,Central,Website
CU04290,Customer 04290,Premium,West,Social
CU04291,Customer 04291,Professionals,West,Website
CU04292,Customer 04292,Value Seekers,East,Store
CU04293,Customer 04293,Home Makers,Central,Corporate Sales
CU04294,Customer 04294,Professionals,West,Social
CU04295,Customer 04295,Premium,West,Social
CU04296,Customer 04296,Gamers,West,Social
CU04297,Customer 04297,Corporate,West,Store
CU04298,Customer 04298,Premium,North,Social
CU04299,Customer 04299,Premium,North,Website
CU04300,Customer 04300,Gamers,East,Website
CU04301,Customer 04301,Value Seekers,North,Store
CU04302,Customer 04302,Home Makers,East,Corporate Sales
CU04303,Customer 04303,Corporate,North,Corporate Sales
CU04304,Customer 04304,Premium,Central,Website
CU04305,Customer 04305,Home Makers,North,Website
CU04306,Customer 04306,Value Seekers,Central,Store
CU04307,Customer 04307,Value Seekers,East,Website
CU04308,Customer 04308,Premium,North,Referral
CU04309,Customer 04309,Professionals,North,Website
CU04310,Customer 04310,Professionals,Central,Website
CU04311,Customer 04311,Gamers,West,Social
CU04312,Customer 04312,Premium,West,Website
CU04313,Customer 04313,Home Makers,North,Social
CU04314,Customer 04314,Value Seekers,West,Social
CU04315,Customer 04315,Home Makers,Central,Website
CU04316,Customer 04316,Value Seekers,East,Referral
CU04317,Customer 04317,Professionals,West,Website
CU04318,Customer 04318,Premium,North,Website
CU04319,Customer 04319,Home Makers,Central,Website
CU04320,Customer 04320,Corporate,Central,Corporate Sales
CU04321,Customer 04321,Value Seekers,West,Website
CU04322,Customer 04322,Gamers,West,Store
CU04323,Customer 04323,Corporate,West,Referral
CU04324,Customer 04324,Professionals,North,Social
CU04325,Customer 04325,Gamers,Central,Social
CU04326,Customer 04326,Corporate,East,Store
CU04327,Customer 04327,Professionals,Central,Store
CU04328,Customer 04328,Professionals,North,Corporate Sales
CU04329,Customer 04329,Premium,West,Referral
CU04330,Customer 04330,Value Seekers,Central,Referral
CU04331,Customer 04331,Home Makers,Central,Store
CU04332,Customer 04332,Value Seekers,West,Website
CU04333,Customer 04333,Home Makers,East,Website
CU04334,Customer 04334,Professionals,North,Social
CU04335,Customer 04335,Value Seekers,North,Store
CU04336,Customer 04336,Corporate,West,Store
CU04337,Customer 04337,Corporate,Central,Website
CU04338,Customer 04338,Premium,North,Store
CU04339,Customer 04339,Value Seekers,East,Referral
CU04340,Customer 04340,Professionals,West,Social
CU04341,Customer 04341,Value Seekers,West,Referral
CU04342,Customer 04342,Professionals,West,Website
CU04343,Customer 04343,Premium,West,Website
CU04344,Customer 04344,Professionals,East,Referral
CU04345,Customer 04345,Value Seekers,East,Social
CU04346,Customer 04346,Corporate,North,Store
CU04347,Customer 04347,Corporate,Central,Website
CU04348,Customer 04348,Home Makers,North,Store
CU04349,Customer 04349,Value Seekers,West,Social
CU04350,Customer 04350,Value Seekers,West,Store
CU04351,Customer 04351,Value Seekers,North,Store
CU04352,Customer 04352,Professionals,West,Corporate Sales
CU04353,Customer 04353,Value Seekers,West,Website
CU04354,Customer 04354,Professionals,West,Website
CU04355,Customer 04355,Gamers,North,Referral
CU04356,Customer 04356,Professionals,Central,Store
CU04357,Customer 04357,Home Makers,North,Social
CU04358,Customer 04358,Professionals,West,Store
CU04359,Customer 04359,Gamers,East,Social
CU04360,Customer 04360,Corporate,Central,Social
CU04361,Customer 04361,Professionals,West,Website
CU04362,Customer 04362,Gamers,West,Website
CU04363,Customer 04363,Professionals,West,Corporate Sales
CU04364,Customer 04364,Gamers,East,Referral
CU04365,Customer 04365,Gamers,West,Store
CU04366,Customer 04366,Premium,West,Website
CU04367,Customer 04367,Home Makers,Central,Website
CU04368,Customer 04368,Professionals,West,Store
CU04369,Customer 04369,Home Makers,East,Store
CU04370,Customer 04370,Professionals,West,Referral
CU04371,Customer 04371,Value Seekers,North,Referral
CU04372,Customer 04372,Value Seekers,West,Social
CU04373,Customer 04373,Gamers,North,Social
CU04374,Customer 04374,Home Makers,Central,Website
CU04375,Customer 04375,Value Seekers,East,Website
CU04376,Customer 04376,Value Seekers,North,Corporate Sales
CU04377,Customer 04377,Value Seekers,West,Website
CU04378,Customer 04378,Home Makers,West,Referral
CU04379,Customer 04379,Professionals,East,Website
CU04380,Customer 04380,Value Seekers,Central,Social
CU04381,Customer 04381,Value Seekers,West,Website
CU04382,Customer 04382,Gamers,West,Social
CU04383,Customer 04383,Value Seekers,Central,Store
CU04384,Customer 04384,Value Seekers,North,Website
CU04385,Customer 04385,Value Seekers,West,Social
CU04386,Customer 04386,Professionals,East,Website
CU04387,Customer 04387,Gamers,North,Website
CU04388,Customer 04388,Home Makers,West,Corporate Sales
CU04389,Customer 04389,Premium,North,Social
CU04390,Customer 04390,Home Makers,North,Website
CU04391,Customer 04391,Corporate,East,Referral
CU04392,Customer 04392,Home Makers,West,Referral
CU04393,Customer 04393,Value Seekers,Central,Website
CU04394,Customer 04394,Value Seekers,North,Website
CU04395,Customer 04395,Premium,North,Corporate Sales
CU04396,Customer 04396,Home Makers,North,Corporate Sales
CU04397,Customer 04397,Value Seekers,East,Corporate Sales
CU04398,Customer 04398,Professionals,Central,Store
CU04399,Customer 04399,Value Seekers,East,Referral
CU04400,Customer 04400,Value Seekers,West,Referral
CU04401,Customer 04401,Premium,Central,Website
CU04402,Customer 04402,Gamers,West,Corporate Sales
CU04403,Customer 04403,Home Makers,East,Store
CU04404,Customer 04404,Home Makers,West,Store
CU04405,Customer 04405,Corporate,East,Website
CU04406,Customer 04406,Value Seekers,West,Social
CU04407,Customer 04407,Value Seekers,North,Store
CU04408,Customer 04408,Gamers,Central,Website
CU04409,Customer 04409,Home Makers,Central,Website
CU04410,Customer 04410,Premium,Central,Website
CU04411,Customer 04411,Corporate,North,Referral
CU04412,Customer 04412,Value Seekers,East,Social
CU04413,Customer 04413,Gamers,Central,Website
CU04414,Customer 04414,Home Makers,North,Social
CU04415,Customer 04415,Professionals,West,Social
CU04416,Customer 04416,Premium,North,Store
CU04417,Customer 04417,Home Makers,Central,Store
CU04418,Customer 04418,Premium,East,Website
CU04419,Customer 04419,Value Seekers,Central,Social
CU04420,Customer 04420,Value Seekers,West,Social
CU04421,Customer 04421,Value Seekers,North,Website
CU04422,Customer 04422,Home Makers,East,Referral
CU04423,Customer 04423,Corporate,North,Referral
CU04424,Customer 04424,Value Seekers,West,Store
CU04425,Customer 04425,Professionals,North,Website
CU04426,Customer 04426,Corporate,West,Store
CU04427,Customer 04427,Home Makers,West,Social
CU04428,Customer 04428,Corporate,East,Store
CU04429,Customer 04429,Premium,West,Social
CU04430,Customer 04430,Corporate,West,Website
CU04431,Customer 04431,Home Makers,West,Website
CU04432,Customer 04432,Value Seekers,West,Store
CU04433,Customer 04433,Value Seekers,West,Social
CU04434,Customer 04434,Premium,Central,Referral
CU04435,Customer 04435,Home Makers,West,Social
CU04436,Customer 04436,Professionals,West,Store
CU04437,Customer 04437,Value Seekers,West,Social
CU04438,Customer 04438,Value Seekers,North,Corporate Sales
CU04439,Customer 04439,Professionals,East,Social
CU04440,Customer 04440,Gamers,Central,Website
CU04441,Customer 04441,Home Makers,West,Store
CU04442,Customer 04442,Professionals,Central,Referral
CU04443,Customer 04443,Professionals,East,Website
CU04444,Customer 04444,Home Makers,North,Referral
CU04445,Customer 04445,Gamers,West,Referral
CU04446,Customer 04446,Home Makers,West,Social
CU04447,Customer 04447,Corporate,Central,Website
CU04448,Customer 04448,Premium,Central,Social
CU04449,Customer 04449,Gamers,East,Referral
CU04450,Customer 04450,Home Makers,Central,Store
CU04451,Customer 04451,Professionals,North,Website
CU04452,Customer 04452,Value Seekers,West,Website
CU04453,Customer 04453,Corporate,North,Website
CU04454,Customer 04454,Professionals,West,Social
CU04455,Customer 04455,Corporate,Central,Social
CU04456,Customer 04456,Home Makers,West,Website
CU04457,Customer 04457,Premium,Central,Website
CU04458,Customer 04458,Professionals,West,Social
CU04459,Customer 04459,Premium,North,Referral
CU04460,Customer 04460,Value Seekers,West,Social
CU04461,Customer 04461,Gamers,Central,Referral
CU04462,Customer 04462,Professionals,West,Store
CU04463,Customer 04463,Premium,West,Website
CU04464,Customer 04464,Premium,West,Website
CU04465,Customer 04465,Value Seekers,East,Social
CU04466,Customer 04466,Home Makers,West,Website
CU04467,Customer 04467,Value Seekers,Central,Website
CU04468,Customer 04468,Professionals,North,Store
CU04469,Customer 04469,Value Seekers,Central,Store
CU04470,Customer 04470,Home Makers,East,Store
CU04471,Customer 04471,Home Makers,West,Store
CU04472,Customer 04472,Gamers,East,Store
CU04473,Customer 04473,Value Seekers,East,Social
CU04474,Customer 04474,Value Seekers,West,Website
CU04475,Customer 04475,Premium,West,Social
CU04476,Customer 04476,Corporate,West,Referral
CU04477,Customer 04477,Professionals,North,Store
