return_id,order_id,return_date,product_id,quantity,return_reason,refund_amount
R001335,O021114,2026-02-14,P0056,1,Not as Expected,342.55
R001336,O021120,2026-05-28,P0068,1,Changed Mind,443.25
R001337,O021121,2026-02-14,P0016,2,Changed Mind,1130.94
R001338,O021143,2026-04-24,P0072,1,Not as Expected,873.51
R001339,O021144,2026-05-03,P0064,1,Not as Expected,123.84
R001340,O021152,2026-07-09,P0028,2,Changed Mind,1055.33
R001341,O021171,2026-06-21,P0063,3,Not as Expected,1062.42
R001342,O021177,2026-05-27,P0016,2,Changed Mind,1121.16
R001343,O021181,2026-02-02,P0036,2,Wrong Item,2632.68
R001344,O021203,2026-07-16,P0025,2,Wrong Item,2712.0
R001345,O021204,2026-06-29,P0052,2,Wrong Item,298.06
R001346,O021257,2026-07-01,P0039,2,Changed Mind,2677.29
R001347,O021270,2026-04-02,P0036,1,Wrong Item,1333.23
R001348,O021277,2026-06-20,P0066,5,Defective,2209.79
R001349,O021293,2026-03-14,P0051,1,Damaged,83.09
R001350,O021295,2026-03-07,P0057,1,Defective,453.5
R001351,O021301,2026-02-09,P0003,2,Wrong Item,1889.5
R001352,O021307,2026-03-22,P0021,1,Changed Mind,1110.81
R001353,O021308,2026-03-06,P0018,1,Damaged,1005.96
R001354,O021318,2026-07-10,P0068,2,Wrong Item,900.6
R001355,O021335,2026-06-06,P0016,1,Wrong Item,521.67
R001356,O021351,2026-06-14,P0064,1,Wrong Item,132.8
R001357,O021382,2026-02-26,P0059,1,Defective,215.19
R001358,O021394,2026-03-17,P0069,1,Not as Expected,375.9
R001359,O021443,2026-03-18,P0077,1,Changed Mind,380.43
R001360,O021451,2026-03-14,P0053,1,Wrong Item,114.52
R001361,O021452,2026-03-07,P0042,3,Defective,3855.63
R001362,O021454,2026-06-07,P0060,3,Damaged,619.21
R001363,O021462,2026-05-14,P0064,3,Wrong Item,410.4
R001364,O021463,2026-05-14,P0078,3,Changed Mind,1855.4
R001365,O021466,2026-02-08,P0058,1,Defective,200.72
R001366,O021484,2026-01-27,P0030,1,Defective,648.11
R001367,O021498,2026-01-30,P0042,2,Not as Expected,2550.86
R001368,O021522,2026-04-27,P0067,2,Not as Expected,1267.38
R001369,O021526,2026-06-21,P0058,2,Damaged,389.49
R001370,O021542,2026-06-02,P0060,1,Damaged,223.46
R001371,O021566,2026-07-06,P0065,2,Not as Expected,612.44
R001372,O021611,2026-03-06,P0055,1,Changed Mind,160.97
R001373,O021619,2026-02-24,P0053,2,Changed Mind,233.76
R001374,O021625,2026-07-06,P0079,2,Changed Mind,1673.29
R001375,O021650,2026-06-27,P0080,3,Changed Mind,1197.59
R001376,O021651,2026-06-19,P0003,2,Not as Expected,1741.74
R001377,O021653,2026-01-15,P0056,1,Changed Mind,334.76
R001378,O021658,2026-06-25,P0070,2,Defective,245.64
R001379,O021663,2026-06-08,P0012,2,Not as Expected,1735.65
R001380,O021705,2026-02-02,P0065,1,Wrong Item,298.12
R001381,O021706,2026-03-11,P0075,1,Not as Expected,800.27
R001382,O021749,2026-03-28,P0022,1,Changed Mind,1942.52
R001383,O021761,2026-06-07,P0032,2,Wrong Item,1428.84
R001384,O021768,2026-03-12,P0012,1,Defective,1013.84
R001385,O021774,2026-03-28,P0013,1,Changed Mind,482.88
R001386,O021797,2026-04-07,P0075,2,Changed Mind,1563.88
R001387,O021816,2026-02-19,P0061,3,Damaged,1116.96
R001388,O021828,2026-01-14,P0021,1,Damaged,1181.7
R001389,O021882,2026-07-01,P0032,2,Damaged,1428.03
R001390,O021918,2026-05-13,P0062,2,Changed Mind,534.57
R001391,O021919,2026-03-19,P0032,2,Defective,1443.97
R001392,O021924,2026-03-26,P0021,1,Not as Expected,1137.19
R001393,O021950,2026-04-30,P0044,1,Defective,635.39
R001394,O021954,2026-04-30,P0075,2,Defective,1580.85
R001395,O021956,2026-03-01,P0060,2,Damaged,448.15
R001396,O021974,2026-06-10,P0067,1,Changed Mind,573.47
R001397,O021975,2026-06-13,P0068,2,Damaged,871.49
R001398,O021977,2026-06-20,P0066,3,Defective,1426.3
R001399,O022035,2026-07-08,P0065,2,Wrong Item,583.27
R001400,O022057,2026-02-08,P0007,1,Defective,1128.65
R001401,O022073,2026-05-29,P0061,1,Not as Expected,362.79
R001402,O022080,2026-03-01,P0024,1,Not as Expected,1728.41
R001403,O022086,2026-04-07,P0051,2,Changed Mind,163.59
R001404,O022101,2026-02-02,P0012,2,Defective,2049.21
R001405,O022108,2026-03-08,P0020,1,Not as Expected,1317.55
R001406,O022122,2026-06-14,P0069,2,Wrong Item,693.42
R001407,O022142,2026-02-10,P0041,3,Defective,4444.45
R001408,O022151,2026-02-04,P0036,1,Wrong Item,1346.75
R001409,O022201,2026-02-11,P0006,3,Wrong Item,2603.76
R001410,O022208,2026-05-31,P0037,1,Changed Mind,976.43
R001411,O022210,2026-03-04,P0069,2,Damaged,783.35
R001412,O022245,2026-03-09,P0077,1,Damaged,360.4
R001413,O022246,2026-06-17,P0064,2,Wrong Item,248.88
R001414,O022262,2026-02-04,P0004,2,Changed Mind,2162.84
R001415,O022289,2026-03-31,P0063,1,Not as Expected,375.4
R001416,O022314,2026-02-14,P0058,3,Not as Expected,602.82
R001417,O022350,2026-06-30,P0036,2,Not as Expected,2651.42
R001418,O022371,2026-04-21,P0063,1,Not as Expected,380.5
R001419,O022408,2026-03-08,P0072,1,Changed Mind,812.97
R001420,O022426,2026-05-19,P0013,2,Wrong Item,925.48
R001421,O022440,2026-06-21,P0073,2,Changed Mind,1199.0
R001422,O022481,2026-03-09,P0046,2,Changed Mind,915.08
R001423,O022482,2026-03-25,P0031,1,Defective,2044.62
R001424,O022505,2026-06-17,P0077,2,Wrong Item,747.77
R001425,O022539,2026-02-19,P0051,1,Defective,78.53
R001426,O022542,2026-04-07,P0033,1,Not as Expected,1634.84
R001427,O022546,2026-01-19,P0068,1,Defective,466.57
R001428,O022570,2026-04-23,P0058,2,Not as Expected,419.68
R001429,O022585,2026-06-25,P0010,2,Defective,2301.52
R001430,O022593,2026-04-05,P0048,1,Defective,706.57
R001431,O022601,2026-06-20,P0062,2,Not as Expected,500.23
R001432,O022635,2026-05-08,P0076,2,Wrong Item,2201.07
R001433,O022639,2026-03-21,P0068,2,Damaged,881.51
R001434,O022648,2026-02-19,P0058,2,Not as Expected,416.94
R001435,O022650,2026-04-29,P0002,2,Damaged,3109.24
R001436,O022651,2026-05-06,P0066,2,Not as Expected,886.47
R001437,O022665,2026-07-03,P0061,2,Changed Mind,716.93
R001438,O022667,2026-01-16,P0001,1,Damaged,1183.77
R001439,O022683,2026-05-01,P0061,1,Defective,363.47
R001440,O022690,2026-03-18,P0056,1,Wrong Item,320.63
R001441,O022691,2026-04-24,P0007,1,Defective,1083.36
R001442,O022695,2026-05-30,P0005,1,Damaged,1673.36
R001443,O022722,2026-03-06,P0014,2,Changed Mind,2249.81
R001444,O022732,2026-02-09,P0034,1,Wrong Item,1258.24
R001445,O022765,2026-05-11,P0061,1,Defective,366.28
R001446,O022788,2026-02-04,P0062,2,Not as Expected,539.14
R001447,O022790,2026-04-20,P0066,1,Damaged,447.04
R001448,O022814,2026-04-12,P0073,1,Defective,575.23
R001449,O022829,2026-01-26,P0053,1,Not as Expected,118.93
R001450,O022847,2026-01-04,P0049,2,Defective,1498.21
R001451,O022851,2026-02-27,P0007,2,Wrong Item,2086.21
R001452,O022857,2026-02-09,P0070,1,Not as Expected,129.86
R001453,O022860,2026-05-17,P0074,3,Defective,877.11
R001454,O022890,2026-02-06,P0055,1,Wrong Item,166.65
R001455,O022927,2026-04-09,P0056,1,Changed Mind,349.62
R001456,O022938,2026-03-21,P0026,1,Wrong Item,1827.24
R001457,O022943,2026-05-30,P0073,1,Damaged,581.96
R001458,O022949,2026-02-08,P0077,3,Changed Mind,1065.64
R001459,O022963,2026-03-21,P0040,3,Wrong Item,6977.19
R001460,O022975,2026-06-22,P0077,2,Changed Mind,716.53
R001461,O022980,2026-06-11,P0061,5,Damaged,1828.54
R001462,O022986,2026-06-28,P0074,2,Wrong Item,615.17
R001463,O022991,2026-06-04,P0044,1,Not as Expected,580.78
R001464,O023011,2026-06-21,P0065,5,Wrong Item,1414.89
R001465,O023025,2026-02-25,P0025,2,Defective,2891.71
R001466,O023031,2026-07-12,P0066,3,Not as Expected,1415.8
R001467,O023032,2026-06-05,P0068,1,Not as Expected,445.38
R001468,O023037,2026-06-02,P0064,2,Defective,262.74
R001469,O023071,2026-06-06,P0063,2,Changed Mind,731.67
R001470,O023075,2026-06-04,P0007,2,Defective,2110.24
R001471,O023116,2026-01-22,P0001,3,Changed Mind,3574.82
R001472,O023119,2026-05-30,P0040,1,Wrong Item,2250.61
R001473,O023174,2026-02-06,P0056,1,Not as Expected,331.68
R001474,O023207,2026-05-28,P0044,3,Changed Mind,1729.41
R001475,O023244,2026-05-04,P0059,1,Damaged,212.75
R001476,O023247,2026-01-15,P0068,1,Damaged,431.98
R001477,O023251,2026-04-05,P0053,2,Not as Expected,225.9
R001478,O023271,2026-04-14,P0055,2,Not as Expected,357.63
R001479,O023336,2026-07-08,P0005,3,Defective,4851.76
R001480,O023344,2026-04-09,P0028,1,Defective,564.64
R001481,O023353,2026-04-02,P0070,1,Defective,129.19
R001482,O023368,2026-06-05,P0059,2,Defective,386.85
R001483,O023376,2026-02-02,P0019,1,Defective,635.99
R001484,O023397,2026-05-27,P0027,3,Changed Mind,3240.84
R001485,O023400,2026-03-12,P0013,3,Damaged,1498.08
R001486,O023434,2026-05-01,P0048,1,Defective,732.65
R001487,O023440,2026-06-02,P0009,1,Changed Mind,889.03
R001488,O023444,2026-05-16,P0062,1,Defective,250.62
R001489,O023446,2026-02-23,P0070,1,Defective,132.57
R001490,O023447,2026-02-18,P0053,1,Wrong Item,111.02
R001491,O023454,2026-06-27,P0052,2,Defective,295.53
R001492,O023462,2026-06-06,P0008,2,Damaged,2099.73
R001493,O023509,2026-02-25,P0026,1,Wrong Item,1717.85
R001494,O023517,2026-03-08,P0033,2,Damaged,3586.6
R001495,O023554,2026-05-18,P0064,1,Defective,125.52
R001496,O023562,2026-05-30,P0062,1,Not as Expected,250.85
R001497,O023571,2026-06-25,P0025,3,Not as Expected,3975.68
R001498,O023573,2026-06-19,P0065,3,Wrong Item,880.16
R001499,O023594,2026-04-13,P0069,1,Defective,368.8
R001500,O023607,2026-06-08,P0008,1,Damaged,1022.53
R001501,O023608,2026-02-04,P0017,1,Damaged,577.77
R001502,O023610,2026-02-13,P0048,1,Defective,735.38
R001503,O023634,2026-01-10,P0013,3,Defective,1422.29
R001504,O023703,2026-03-13,P0053,2,Wrong Item,244.99
R001505,O023718,2026-06-26,P0070,2,Not as Expected,252.63
R001506,O023726,2026-02-02,P0013,1,Not as Expected,468.96
R001507,O023727,2026-06-27,P0018,2,Not as Expected,1862.09
R001508,O023761,2026-03-13,P0080,2,Damaged,805.95
R001509,O023766,2026-05-15,P0025,3,Changed Mind,4489.91
R001510,O023774,2026-01-26,P0015,3,Changed Mind,1890.64
R001511,O023794,2026-05-04,P0027,3,Changed Mind,3582.22
R001512,O023802,2026-07-04,P0072,5,Wrong Item,4112.09
R001513,O023808,2026-04-20,P0010,1,Not as Expected,1153.82
R001514,O023824,2026-07-07,P0016,2,Not as Expected,1074.16
R001515,O023840,2026-01-29,P0003,2,Wrong Item,1903.0
R001516,O023846,2026-03-27,P0005,2,Not as Expected,3139.63
R001517,O023854,2026-01-10,P0028,3,Wrong Item,1739.45
R001518,O023870,2026-02-12,P0023,3,Not as Expected,3198.63
R001519,O023876,2026-06-14,P0068,3,Damaged,1356.8
R001520,O023903,2026-06-26,P0021,3,Changed Mind,3191.12
R001521,O023911,2026-01-28,P0018,2,Not as Expected,2094.44
R001522,O023919,2026-07-09,P0073,2,Defective,1174.45
R001523,O023929,2026-04-10,P0015,1,Changed Mind,684.92
R001524,O023937,2026-03-12,P0034,1,Not as Expected,1247.11
R001525,O023938,2026-05-21,P0042,2,Defective,2483.73
R001526,O023969,2026-06-02,P0038,1,Not as Expected,1582.93
R001527,O023971,2026-04-11,P0055,2,Wrong Item,329.99
R001528,O023990,2026-04-15,P0076,1,Defective,1030.52
R001529,O023991,2026-06-24,P0060,2,Wrong Item,431.05
R001530,O023999,2026-03-08,P0055,1,Wrong Item,168.17
R001531,O024010,2026-04-27,P0070,1,Changed Mind,122.77
R001532,O024023,2026-04-19,P0020,1,Damaged,1260.35
R001533,O024048,2026-05-01,P0027,1,Changed Mind,1221.87
R001534,O024051,2026-03-28,P0064,2,Not as Expected,265.04
R001535,O024060,2026-03-16,P0062,1,Defective,268.28
R001536,O024072,2026-01-26,P0062,3,Defective,792.89
R001537,O024074,2026-05-28,P0001,1,Defective,1116.48
R001538,O024080,2026-06-14,P0014,2,Defective,2218.79
R001539,O024088,2026-06-15,P0002,2,Wrong Item,2930.52
R001540,O024118,2026-02-26,P0044,2,Not as Expected,1180.49
R001541,O024134,2026-05-28,P0061,3,Damaged,1049.42
R001542,O024135,2026-07-14,P0066,3,Not as Expected,1371.12
R001543,O024177,2026-03-17,P0001,1,Wrong Item,1150.56
R001544,O024182,2026-07-02,P0068,2,Changed Mind,907.0
R001545,O024195,2026-05-07,P0005,1,Defective,1648.14
R001546,O024220,2026-03-22,P0071,3,Damaged,2907.07
R001547,O024245,2026-07-14,P0017,3,Changed Mind,1799.53
R001548,O024265,2026-04-26,P0025,1,Damaged,1503.1
R001549,O024276,2026-03-18,P0039,3,Not as Expected,3899.85
R001550,O024320,2026-06-26,P0013,3,Changed Mind,1324.98
R001551,O024342,2026-03-15,P0020,3,Not as Expected,3813.9
R001552,O024413,2026-04-17,P0032,1,Changed Mind,785.43
R001553,O024434,2026-06-08,P0076,1,Damaged,1043.02
R001554,O024436,2026-03-10,P0042,2,Changed Mind,2484.29
R001555,O024450,2026-06-20,P0064,3,Damaged,383.13
R001556,O024452,2026-01-14,P0076,3,Defective,3199.63
R001557,O024480,2026-01-28,P0051,2,Defective,161.21
R001558,O024526,2026-02-18,P0026,1,Changed Mind,1834.0
R001559,O024535,2026-02-21,P0054,1,Changed Mind,462.73
R001560,O024536,2026-07-13,P0015,2,Not as Expected,1213.86
R001561,O024548,2026-06-09,P0070,2,Damaged,253.98
R001562,O024562,2026-05-24,P0067,2,Damaged,1267.87
R001563,O024576,2026-05-11,P0004,2,Wrong Item,2349.18
R001564,O024585,2026-03-31,P0024,2,Wrong Item,3413.12
R001565,O024605,2026-04-16,P0053,2,Defective,230.4
R001566,O024619,2026-06-28,P0059,2,Changed Mind,404.45
R001567,O024624,2026-06-02,P0028,2,Changed Mind,1155.87
R001568,O024630,2026-06-26,P0048,3,Not as Expected,2143.3
R001569,O024634,2026-03-31,P0020,1,Changed Mind,1334.56
R001570,O024636,2026-03-18,P0015,2,Defective,1323.74
R001571,O024659,2026-03-13,P0025,1,Changed Mind,1495.12
R001572,O024666,2026-07-01,P0029,2,Damaged,3121.98
R001573,O024677,2026-04-17,P0033,1,Not as Expected,1703.98
R001574,O024710,2026-07-08,P0037,2,Changed Mind,2030.55
R001575,O024726,2026-02-27,P0027,1,Not as Expected,1186.32
R001576,O024746,2026-03-19,P0031,1,Changed Mind,2139.92
R001577,O024759,2026-04-21,P0026,2,Wrong Item,3343.34
R001578,O024761,2026-04-04,P0003,2,Defective,1839.91
R001579,O024772,2026-02-27,P0069,1,Defective,388.74
R001580,O024788,2026-05-22,P0041,1,Defective,1476.21
R001581,O024814,2026-05-06,P0045,3,Wrong Item,1721.34
R001582,O024822,2026-06-20,P0066,1,Defective,469.92
R001583,O024826,2026-01-31,P0048,1,Wrong Item,727.45
R001584,O024855,2026-02-09,P0028,1,Defective,588.69
R001585,O024865,2026-05-12,P0026,1,Wrong Item,1823.54
R001586,O024873,2026-02-25,P0011,2,Defective,2564.77
R001587,O024899,2026-05-15,P0013,1,Defective,463.37
R001588,O024903,2026-05-15,P0035,2,Changed Mind,3326.13
R001589,O024920,2026-06-23,P0001,5,Not as Expected,5253.61
R001590,O024953,2026-02-11,P0025,1,Not as Expected,1407.19
R001591,O024957,2026-06-28,P0007,2,Not as Expected,2031.87
R001592,O024966,2026-02-19,P0048,1,Damaged,754.83
R001593,O024970,2026-05-04,P0062,2,Damaged,503.59
R001594,O024989,2026-06-01,P0054,1,Damaged,439.44
R001595,O024999,2026-06-28,P0053,3,Not as Expected,359.92
R001596,O025002,2026-04-25,P0057,1,Changed Mind,458.6
R001597,O025054,2026-06-04,P0064,2,Damaged,266.92
R001598,O025096,2026-02-16,P0030,3,Damaged,1905.47
R001599,O025105,2026-06-03,P0058,1,Not as Expected,213.27
R001600,O025106,2026-03-27,P0070,1,Damaged,130.1
R001601,O025108,2026-04-13,P0054,2,Damaged,921.95
R001602,O025147,2026-07-08,P0016,3,Damaged,1532.36
R001603,O025150,2026-02-02,P0008,3,Changed Mind,3354.52
R001604,O025184,2026-06-17,P0009,3,Defective,2420.54
R001605,O025241,2026-03-09,P0068,2,Defective,928.87
R001606,O025244,2026-03-13,P0040,2,Not as Expected,4559.91
R001607,O025261,2026-02-11,P0010,1,Defective,1228.16
R001608,O025313,2026-04-25,P0054,2,Damaged,923.65
R001609,O025383,2026-06-06,P0029,1,Not as Expected,1543.27
R001610,O025391,2026-03-13,P0052,3,Wrong Item,482.52
R001611,O025398,2026-03-08,P0075,3,Defective,2282.73
R001612,O025410,2026-01-22,P0042,1,Changed Mind,1251.46
R001613,O025451,2026-01-23,P0066,1,Changed Mind,444.9
R001614,O025453,2026-02-05,P0014,2,Not as Expected,2194.04
R001615,O025470,2026-05-24,P0062,1,Wrong Item,260.1
R001616,O025513,2026-02-16,P0001,3,Changed Mind,3497.12
R001617,O025554,2026-05-23,P0004,1,Changed Mind,1173.36
R001618,O025560,2026-06-13,P0069,2,Changed Mind,736.41
R001619,O025561,2026-03-13,P0055,1,Defective,165.37
R001620,O025604,2026-07-03,P0065,5,Not as Expected,1491.98
R001621,O025607,2026-07-07,P0036,3,Wrong Item,3822.87
R001622,O025640,2026-07-07,P0011,2,Defective,2370.72
R001623,O025644,2026-05-06,P0059,1,Changed Mind,200.33
R001624,O025648,2026-01-08,P0020,3,Not as Expected,3705.61
R001625,O025684,2026-07-07,P0058,2,Not as Expected,429.48
R001626,O025794,2026-03-29,P0062,1,Damaged,267.79
R001627,O025826,2026-03-09,P0065,1,Defective,285.11
R001628,O025831,2026-06-14,P0060,3,Changed Mind,611.11
R001629,O025840,2026-02-05,P0037,2,Not as Expected,1893.24
R001630,O025847,2026-06-24,P0063,2,Wrong Item,720.2
R001631,O025857,2026-03-16,P0005,1,Changed Mind,1588.43
R001632,O025878,2026-03-30,P0032,1,Changed Mind,793.22
R001633,O025887,2026-02-06,P0034,1,Changed Mind,1326.57
R001634,O025898,2026-02-09,P0044,2,Damaged,1195.67
R001635,O025900,2026-01-22,P0052,1,Damaged,164.53
R001636,O025912,2026-06-17,P0023,2,Changed Mind,1889.01
R001637,O025932,2026-07-04,P0075,5,Defective,3839.56
R001638,O025953,2026-04-27,P0055,1,Changed Mind,178.29
R001639,O026021,2026-02-09,P0004,3,Defective,3385.45
R001640,O026058,2026-04-03,P0059,1,Changed Mind,196.41
R001641,O026063,2026-06-27,P0069,2,Wrong Item,697.79
R001642,O026067,2026-05-08,P0052,1,Not as Expected,154.81
R001643,O026069,2026-04-08,P0051,1,Defective,83.8
R001644,O026071,2026-03-23,P0061,1,Not as Expected,371.69
R001645,O026108,2026-04-06,P0035,1,Wrong Item,1615.66
R001646,O026118,2026-04-08,P0074,1,Not as Expected,307.21
R001647,O026138,2026-04-02,P0001,2,Changed Mind,2351.57
R001648,O026141,2026-04-01,P0006,1,Wrong Item,836.45
R001649,O026149,2026-03-04,P0021,1,Changed Mind,1128.22
R001650,O026163,2026-03-16,P0036,1,Not as Expected,1337.8
R001651,O026169,2026-03-29,P0039,1,Wrong Item,1326.37
R001652,O026212,2026-06-01,P0016,3,Changed Mind,1628.24
R001653,O026213,2026-03-29,P0014,2,Not as Expected,2382.79
R001654,O026220,2026-06-04,P0060,5,Changed Mind,1058.07
R001655,O026248,2026-05-09,P0055,1,Defective,177.95
R001656,O026302,2026-05-13,P0020,3,Defective,3847.1
R001657,O026304,2026-05-16,P0007,1,Defective,1049.89
R001658,O026306,2026-02-14,P0010,2,Wrong Item,2508.74
R001659,O026307,2026-03-17,P0048,2,Wrong Item,1510.09
R001660,O026336,2026-06-09,P0063,2,Not as Expected,744.47
R001661,O026342,2026-01-31,P0070,1,Damaged,133.49
R001662,O026352,2026-05-21,P0057,1,Not as Expected,465.25
R001663,O026363,2026-05-27,P0072,3,Not as Expected,2617.4
R001664,O026364,2026-06-15,P0005,2,Not as Expected,3014.06
R001665,O026372,2026-06-05,P0018,2,Defective,1805.58
R001666,O026406,2026-01-31,P0015,3,Not as Expected,1949.31
R001667,O026424,2026-01-22,P0038,1,Damaged,1512.97
R001668,O026433,2026-01-27,P0069,1,Damaged,384.28
R001669,O026447,2026-05-02,P0060,2,Defective,434.42
R001670,O026466,2026-05-28,P0019,1,Wrong Item,612.42
R001671,O026486,2026-06-03,P0039,2,Defective,2620.27
R001672,O026487,2026-04-19,P0066,2,Defective,947.44
R001673,O026547,2026-03-24,P0001,3,Changed Mind,3367.71
R001674,O026554,2026-04-19,P0017,1,Changed Mind,599.93
R001675,O026567,2026-05-26,P0049,1,Changed Mind,756.2
R001676,O026572,2026-01-21,P0055,2,Damaged,350.95
R001677,O026588,2026-03-20,P0037,3,Damaged,3115.91
R001678,O026593,2026-06-02,P0059,2,Defective,397.87
R001679,O026617,2026-05-19,P0016,1,Not as Expected,542.92
R001680,O026632,2026-01-23,P0044,1,Defective,581.1
R001681,O026670,2026-06-30,P0066,3,Wrong Item,1315.05
R001682,O026676,2026-06-25,P0062,2,Defective,509.91
R001683,O026686,2026-06-05,P0061,1,Not as Expected,357.68
R001684,O026689,2026-07-02,P0003,2,Changed Mind,1852.07
R001685,O026705,2026-03-13,P0056,2,Wrong Item,662.53
R001686,O026715,2026-07-05,P0076,2,Defective,2101.67
R001687,O026717,2026-06-13,P0026,2,Defective,3108.29
R001688,O026783,2026-07-13,P0051,5,Changed Mind,419.88
R001689,O026844,2026-02-05,P0053,1,Defective,122.33
R001690,O026881,2026-06-19,P0014,3,Changed Mind,3157.86
R001691,O026885,2026-01-18,P0019,2,Defective,1320.99
R001692,O026890,2026-07-20,P0060,2,Damaged,411.02
R001693,O026895,2026-01-23,P0019,2,Changed Mind,1224.79
R001694,O026899,2026-07-23,P0069,2,Wrong Item,715.88
R001695,O026901,2026-06-26,P0063,2,Wrong Item,752.4
R001696,O026909,2026-04-24,P0022,2,Defective,3980.13
R001697,O026918,2026-06-25,P0061,3,Not as Expected,1034.5
R001698,O026922,2026-05-18,P0039,1,Changed Mind,1330.96
R001699,O026923,2026-02-13,P0016,1,Defective,588.4
R001700,O026964,2026-05-22,P0058,1,Not as Expected,204.57
R001701,O027051,2026-03-27,P0022,2,Not as Expected,3689.05
R001702,O027053,2026-04-01,P0042,3,Changed Mind,3535.25
R001703,O027054,2026-05-18,P0052,1,Changed Mind,156.39
R001704,O027071,2026-04-20,P0056,1,Changed Mind,346.89
R001705,O027078,2026-02-12,P0069,2,Not as Expected,709.93
R001706,O027087,2026-03-17,P0072,1,Not as Expected,885.1
R001707,O027092,2026-02-05,P0015,2,Changed Mind,1356.68
R001708,O027099,2026-06-27,P0002,2,Changed Mind,2755.75
R001709,O027117,2026-05-24,P0058,1,Damaged,203.21
R001710,O027121,2026-03-30,P0031,3,Changed Mind,6318.59
R001711,O027130,2026-07-03,P0043,5,Defective,3403.3
R001712,O027142,2026-01-30,P0065,1,Wrong Item,285.73
R001713,O027178,2026-05-29,P0030,1,Changed Mind,659.59
R001714,O027181,2026-06-07,P0070,3,Changed Mind,360.84
R001715,O027194,2026-07-05,P0032,3,Damaged,2282.51
R001716,O027197,2026-06-27,P0059,2,Changed Mind,414.84
R001717,O027231,2026-06-16,P0065,3,Defective,860.11
R001718,O027239,2026-06-19,P0070,5,Defective,653.1
R001719,O027254,2026-02-23,P0025,1,Wrong Item,1393.14
R001720,O027265,2026-02-22,P0079,2,Damaged,1749.55
R001721,O027283,2026-06-21,P0065,2,Wrong Item,607.92
R001722,O027329,2026-04-22,P0003,2,Not as Expected,1855.95
R001723,O027362,2026-04-07,P0018,1,Changed Mind,1034.11
R001724,O027365,2026-01-24,P0031,3,Damaged,6067.14
R001725,O027394,2026-01-31,P0056,2,Damaged,679.77
R001726,O027404,2026-05-23,P0062,2,Damaged,506.63
R001727,O027453,2026-05-20,P0035,2,Wrong Item,3237.8
R001728,O027464,2026-04-15,P0074,1,Not as Expected,293.82
R001729,O027502,2026-03-02,P0058,2,Wrong Item,393.36
R001730,O027515,2026-03-30,P0004,1,Not as Expected,1139.27
R001731,O027520,2026-06-22,P0056,2,Wrong Item,639.1
R001732,O027522,2026-01-19,P0028,2,Not as Expected,1179.12
R001733,O027534,2026-05-22,P0059,1,Changed Mind,208.04
R001734,O027541,2026-06-12,P0061,1,Defective,380.71
R001735,O027548,2026-03-21,P0023,1,Wrong Item,1083.96
R001736,O027565,2026-06-11,P0052,3,Changed Mind,465.77
R001737,O027582,2026-04-27,P0008,2,Not as Expected,2237.41
R001738,O027591,2026-06-21,P0065,2,Not as Expected,561.05
R001739,O027679,2026-02-06,P0053,1,Changed Mind,112.47
R001740,O027690,2026-03-10,P0027,2,Not as Expected,2303.3
R001741,O027694,2026-02-09,P0067,2,Changed Mind,1161.59
R001742,O027699,2026-04-16,P0023,1,Damaged,1062.9
R001743,O027721,2026-02-20,P0010,1,Not as Expected,1279.28
R001744,O027785,2026-03-26,P0025,2,Wrong Item,2897.11
R001745,O027804,2026-06-11,P0067,2,Wrong Item,1195.58
R001746,O027820,2026-06-26,P0068,2,Damaged,876.28
R001747,O027821,2026-06-11,P0050,1,Defective,1123.63
R001748,O027835,2026-05-12,P0045,1,Changed Mind,593.01
R001749,O027837,2026-06-01,P0017,1,Not as Expected,539.87
R001750,O027847,2026-07-05,P0069,3,Defective,1145.69
R001751,O027855,2026-01-20,P0059,1,Not as Expected,201.77
R001752,O027860,2026-06-05,P0060,2,Not as Expected,426.09
R001753,O027861,2026-05-25,P0059,2,Changed Mind,386.58
R001754,O027882,2026-06-23,P0060,2,Not as Expected,442.16
R001755,O027896,2026-03-14,P0053,2,Changed Mind,242.8
R001756,O027908,2026-03-08,P0004,1,Defective,1083.32
R001757,O027936,2026-04-29,P0072,1,Damaged,827.19
R001758,O027957,2026-02-06,P0056,2,Not as Expected,651.79
R001759,O027960,2026-06-08,P0068,2,Wrong Item,846.59
R001760,O027970,2026-04-02,P0057,1,Changed Mind,459.67
R001761,O027986,2026-06-02,P0030,1,Defective,662.56
R001762,O027993,2026-06-26,P0070,2,Wrong Item,243.93
R001763,O028004,2026-05-27,P0067,2,Damaged,1230.11
R001764,O028012,2026-04-26,P0064,1,Changed Mind,123.51
R001765,O028063,2026-05-10,P0058,2,Defective,410.67
R001766,O028065,2026-03-04,P0045,2,Damaged,1212.44
R001767,O028073,2026-07-12,P0006,2,Wrong Item,1512.24
R001768,O028088,2026-01-28,P0031,1,Changed Mind,2033.02
R001769,O028092,2026-03-01,P0073,2,Changed Mind,1119.46
R001770,O028119,2026-03-27,P0025,1,Wrong Item,1503.0
R001771,O028121,2026-02-21,P0048,1,Changed Mind,706.02
R001772,O028157,2026-01-15,P0038,2,Changed Mind,3043.05
R001773,O028170,2026-07-22,P0067,3,Defective,1859.36
R001774,O028204,2026-03-27,P0039,1,Changed Mind,1367.78
R001775,O028213,2026-06-21,P0031,2,Changed Mind,3932.5
R001776,O028219,2026-05-06,P0034,1,Changed Mind,1300.23
